model_id,model_label,threshold_type,threshold_label,threshold,customer_count,actual_default_count,predicted_default_count,predicted_positive_rate,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,npv,f1_score,mcc,false_positive_rate,false_negative_rate,tn,fp,fn,tp,confusion_matrix
spec::01_profile_only,01_profile_only,probability,prob >= 0.25,0.25,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::01_profile_only,01_profile_only,probability,prob >= 0.30,0.3,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::01_profile_only,01_profile_only,probability,prob >= 0.40,0.4,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::01_profile_only,01_profile_only,probability,prob >= 0.50,0.5,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::01_profile_only,01_profile_only,top_percentile,top 5%,0.1428548649395605,76878,6206,3892,0.05062566664065142,0.8848044954343245,0.5268901055278835,0.15955806783144913,0.1000644537544312,0.9537157573013357,0.9234784753240347,0.12299465240641712,0.06682606389907475,0.046284242698664255,0.8999355462455688,67401,3271,5585,621,"TN=67401, FP=3271, FN=5585, TP=621"
spec::01_profile_only,01_profile_only,top_percentile,top 10%,0.1278387667775457,76878,6206,7704,0.1002107234839616,0.8504643721220635,0.5512787314977268,0.15667185877466253,0.1944892039961328,0.9080682589993208,0.927732963252089,0.17354421279654925,0.09303947770514626,0.09193174100067919,0.8055107960038672,64175,6497,4999,1207,"TN=64175, FP=6497, FN=4999, TP=1207"
spec::01_profile_only,01_profile_only,top_percentile,top 20%,0.11308249002411405,76878,6206,16047,0.20873331772418638,0.7689716173677775,0.5833126998082804,0.1399638561724933,0.36190783113116337,0.8047175684853973,0.9349016126645954,0.2018604233137105,0.11168925043378647,0.19528243151460267,0.6380921688688366,56871,13801,3960,2246,"TN=56871, FP=13801, FN=3960, TP=2246"
spec::01_profile_only,01_profile_only,top_percentile,top 30%,0.0933768540390616,76878,6206,23187,0.30160774213689223,0.6946980930825464,0.5954617678481413,0.1277008668650537,0.47711891717692556,0.7138046185193571,0.9395615652530219,0.20147654203381757,0.11332246626117079,0.286195381480643,0.5228810828230744,50446,20226,3245,2961,"TN=50446, FP=20226, FN=3245, TP=2961"
spec::02_affordability_only,02_affordability_only,probability,prob >= 0.05,0.05,76878,6206,76878,1.0,0.08072530502874685,0.5,0.08072530502874685,1.0,0.0,,0.14939097780559435,0.0,1.0,0.0,0,70672,0,6206,"TN=0, FP=70672, FN=0, TP=6206"
spec::02_affordability_only,02_affordability_only,probability,prob >= 0.10,0.1,76878,6206,6408,0.08335284476703349,0.8512968599599365,0.5064602982492787,0.09222846441947566,0.09523042217209153,0.9176901743264659,0.920320703845608,0.09370540669097828,0.012733528165659702,0.08230982567353408,0.9047695778279085,64855,5817,5615,591,"TN=64855, FP=5817, FN=5615, TP=591"
spec::02_affordability_only,02_affordability_only,probability,prob >= 0.15,0.15,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::02_affordability_only,02_affordability_only,probability,prob >= 0.20,0.2,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::02_affordability_only,02_affordability_only,probability,prob >= 0.25,0.25,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::02_affordability_only,02_affordability_only,probability,prob >= 0.30,0.3,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::02_affordability_only,02_affordability_only,probability,prob >= 0.40,0.4,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::02_affordability_only,02_affordability_only,probability,prob >= 0.50,0.5,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::02_affordability_only,02_affordability_only,top_percentile,top 5%,0.10545539932875957,76878,6206,6092,0.07924243606753557,0.8546788418012956,0.5062419989134647,0.09241628365068943,0.09071865936190783,0.9217653384650215,0.9202808464950697,0.09155960318751016,0.012590112991863708,0.07823466153497849,0.9092813406380922,65143,5529,5643,563,"TN=65143, FP=5529, FN=5643, TP=563"
spec::02_affordability_only,02_affordability_only,top_percentile,top 10%,0.08995290459760327,76878,6206,8063,0.10488045994953042,0.833515440047868,0.507371743120926,0.09115713754185786,0.11843377376732195,0.8963097124745302,0.9204969846690402,0.10302053402480903,0.01310810400009243,0.10369028752546977,0.8815662262326781,63344,7328,5471,735,"TN=63344, FP=7328, FN=5471, TP=735"
spec::02_affordability_only,02_affordability_only,top_percentile,top 20%,0.08523935133739534,76878,6206,34178,0.44457452066911207,0.555971799474492,0.531986794458845,0.09140382702323131,0.5033838221076378,0.5605897668100521,0.9278220140515222,0.1547147385103011,0.03507058672895452,0.43941023318994793,0.49661617789236223,39618,31054,3082,3124,"TN=39618, FP=31054, FN=3082, TP=3124"
spec::02_affordability_only,02_affordability_only,top_percentile,top 30%,0.08523935133739534,76878,6206,34178,0.44457452066911207,0.555971799474492,0.531986794458845,0.09140382702323131,0.5033838221076378,0.5605897668100521,0.9278220140515222,0.1547147385103011,0.03507058672895452,0.43941023318994793,0.49661617789236223,39618,31054,3082,3124,"TN=39618, FP=31054, FN=3082, TP=3124"
spec::03_credit_history_only,03_credit_history_only,probability,prob >= 0.05,0.05,76878,6206,68365,0.8892661099404251,0.1813652800541117,0.5262237982428217,0.08510202589044101,0.9374798582017403,0.1149677382839031,0.954422647715259,0.15603921095331966,0.045529925680792775,0.885032261716097,0.06252014179825975,8125,62547,388,5818,"TN=8125, FP=62547, FN=388, TP=5818"
spec::03_credit_history_only,03_credit_history_only,probability,prob >= 0.10,0.1,76878,6206,14228,0.18507245245713988,0.7845677567054293,0.5690129510166788,0.1360697216755693,0.3119561714469868,0.8260697305863708,0.9318435754189944,0.1894881080552021,0.09681835617039035,0.17393026941362916,0.6880438285530132,58380,12292,4270,1936,"TN=58380, FP=12292, FN=4270, TP=1936"
spec::03_credit_history_only,03_credit_history_only,probability,prob >= 0.15,0.15,76878,6206,2509,0.0326361247691147,0.9003225890371758,0.5283487419990047,0.20964527700278995,0.08475668707702223,0.9719407969209871,0.9236240906829458,0.12071141709695926,0.08692547291667056,0.028059203079012905,0.9152433129229778,68689,1983,5680,526,"TN=68689, FP=1983, FN=5680, TP=526"
spec::03_credit_history_only,03_credit_history_only,probability,prob >= 0.20,0.2,76878,6206,492,0.006399750253648638,0.9166731704779001,0.5093148817254637,0.2967479674796748,0.0235256203673864,0.9951041430835409,0.9206660906448826,0.04359510301582562,0.06364253666979856,0.004895856916459135,0.9764743796326136,70326,346,6060,146,"TN=70326, FP=346, FN=6060, TP=146"
spec::03_credit_history_only,03_credit_history_only,probability,prob >= 0.25,0.25,76878,6206,103,0.0013397851140768491,0.9188194281849164,0.502251113859228,0.3300970873786408,0.0054785691266516275,0.9990236585918044,0.9196092478020189,0.01077825328895229,0.03352961055133858,0.0009763414081956079,0.9945214308733483,70603,69,6172,34,"TN=70603, FP=69, FN=6172, TP=34"
spec::03_credit_history_only,03_credit_history_only,probability,prob >= 0.30,0.3,76878,6206,34,0.0004422591638700278,0.919170633991519,0.5008987998169554,0.38235294117647056,0.0020947470190138574,0.999702852614897,0.919408151579824,0.004166666666666667,0.023290462208106825,0.0002971473851030111,0.9979052529809861,70651,21,6193,13,"TN=70651, FP=21, FN=6193, TP=13"
spec::03_credit_history_only,03_credit_history_only,probability,prob >= 0.40,0.4,76878,6206,9,0.00011706860220088972,0.9192616873487864,0.5002868940834533,0.4444444444444444,0.0006445375443119562,0.9999292506225945,0.9193172800478736,0.0012872083668543845,0.014447220254678275,7.074937740547883e-05,0.9993554624556881,70667,5,6202,4,"TN=70667, FP=5, FN=6202, TP=4"
spec::03_credit_history_only,03_credit_history_only,probability,prob >= 0.50,0.5,76878,6206,3,3.9022867400296575e-05,0.9192616873487864,0.5000664173175579,0.3333333333333333,0.00016113438607798906,0.9999717002490378,0.9192845528455285,0.0003221130616846513,0.005792789028981909,2.829975096219153e-05,0.999838865613922,70670,2,6205,1,"TN=70670, FP=2, FN=6205, TP=1"
spec::03_credit_history_only,03_credit_history_only,top_percentile,top 5%,0.14257836039648644,76878,6206,3934,0.05117198678425557,0.8872499284580765,0.5366718031824278,0.18708693441789528,0.11859490815339993,0.9547486982114557,0.9250109673173942,0.14516765285996056,0.09067339399845657,0.04525130178854426,0.8814050918466001,67474,3198,5470,736,"TN=67474, FP=3198, FN=5470, TP=736"
spec::03_credit_history_only,03_credit_history_only,top_percentile,top 10%,0.125495489134215,76878,6206,7735,0.10061395978043133,0.851439943807071,0.5557044413590856,0.16289592760180996,0.20302932645826618,0.908379556259905,0.928467089944029,0.18076178179470626,0.10088930422271027,0.09162044374009509,0.7969706735417338,64197,6475,4946,1260,"TN=64197, FP=6475, FN=4946, TP=1260"
spec::03_credit_history_only,03_credit_history_only,top_percentile,top 20%,0.09412222566849705,76878,6206,15644,0.20349124587007986,0.7693748536642473,0.5698624633927263,0.1316798772692406,0.33193683532065743,0.8077880914647951,0.9322925172289904,0.188558352402746,0.09454384240951612,0.1922119085352049,0.6680631646793426,57088,13584,4146,2060,"TN=57088, FP=13584, FN=4146, TP=2060"
spec::03_credit_history_only,03_credit_history_only,top_percentile,top 30%,0.09225214125735998,76878,6206,28157,0.3662556257967169,0.636137776737168,0.5808075858800312,0.11347089533686117,0.514824363519175,0.6467908082408875,0.9381991338437224,0.18595582457876203,0.0913819492069821,0.35320919175911253,0.485175636480825,45710,24962,3011,3195,"TN=45710, FP=24962, FN=3011, TP=3195"
spec::04_payment_behavior_only,04_payment_behavior_only,probability,prob >= 0.05,0.05,76878,6206,72047,0.9371601758630558,0.13672311974817242,0.5111291438295672,0.08248782045053923,0.9576216564614889,0.06463663119764546,0.9455599254812668,0.1518919402451024,0.0249858919620744,0.9353633688023545,0.042378343538511117,4568,66104,263,5943,"TN=4568, FP=66104, FN=263, TP=5943"
spec::04_payment_behavior_only,04_payment_behavior_only,probability,prob >= 0.10,0.1,76878,6206,14065,0.1829522099950571,0.7833580478160201,0.5589479731286067,0.1285460362602204,0.2913309700290042,0.8265649762282092,0.9299826469043032,0.1783829115485176,0.08306801120088375,0.17343502377179082,0.7086690299709958,58415,12257,4398,1808,"TN=58415, FP=12257, FN=4398, TP=1808"
spec::04_payment_behavior_only,04_payment_behavior_only,probability,prob >= 0.15,0.15,76878,6206,1566,0.02036993678295481,0.9062930877494212,0.5138110126396921,0.18135376756066413,0.045762165646148885,0.9818598596332352,0.9213671128107075,0.07308286155429748,0.053266863567687346,0.018140140366764774,0.9542378343538511,69390,1282,5922,284,"TN=69390, FP=1282, FN=5922, TP=284"
spec::04_payment_behavior_only,04_payment_behavior_only,probability,prob >= 0.20,0.2,76878,6206,321,0.004175446811831733,0.9171284372642369,0.5045650311860884,0.24299065420560748,0.012568482114083145,0.9965615802580937,0.9199550661598548,0.023900720085797456,0.038570773782955946,0.003438419741906271,0.9874315178859169,70429,243,6128,78,"TN=70429, FP=243, FN=6128, TP=78"
spec::04_payment_behavior_only,04_payment_behavior_only,probability,prob >= 0.25,0.25,76878,6206,87,0.0011316631546086006,0.9186633367153152,0.5011373230321632,0.22988505747126436,0.003222687721559781,0.9990519583427666,0.9194436848068133,0.006356268870173209,0.018430139335166063,0.0009480416572334164,0.9967773122784402,70605,67,6186,20,"TN=70605, FP=67, FN=6186, TP=20"
spec::04_payment_behavior_only,04_payment_behavior_only,probability,prob >= 0.30,0.3,76878,6206,15,0.00019511433700148287,0.9191836416139858,0.50024444445701,0.26666666666666666,0.0006445375443119562,0.999844351369708,0.9193109818768458,0.0012859668863526765,0.00953532435884658,0.00015564863029205342,0.9993554624556881,70661,11,6202,4,"TN=70661, FP=11, FN=6202, TP=4"
spec::04_payment_behavior_only,04_payment_behavior_only,probability,prob >= 0.40,0.4,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::04_payment_behavior_only,04_payment_behavior_only,probability,prob >= 0.50,0.5,76878,6206,0,0.0,0.9192746949712531,0.5,0.0,0.0,1.0,0.9192746949712531,0.0,0.0,0.0,1.0,70672,0,6206,0,"TN=70672, FP=0, FN=6206, TP=0"
spec::04_payment_behavior_only,04_payment_behavior_only,top_percentile,top 5%,0.13681557571555344,76878,6206,4815,0.062631702177476,0.8772990972710009,0.5355220266182186,0.16490134994807892,0.1279407025459233,0.9431033506905139,0.9248990466674992,0.14408855820705926,0.07987355105296318,0.056896649309486076,0.8720592974540767,66651,4021,5412,794,"TN=66651, FP=4021, FN=5412, TP=794"
spec::04_payment_behavior_only,04_payment_behavior_only,top_percentile,top 10%,0.1203684752045607,76878,6206,7779,0.10118629516896901,0.8484742058846484,0.5473300680667835,0.15014783391181385,0.1882049629390912,0.9064551731944759,0.9270901170783947,0.16703611011798356,0.08550646148339278,0.09354482680552412,0.8117950370609088,64061,6611,5038,1168,"TN=64061, FP=6611, FN=5038, TP=1168"
spec::04_payment_behavior_only,04_payment_behavior_only,top_percentile,top 20%,0.09875841500098294,76878,6206,17123,0.22272951949842607,0.7510210983636411,0.5623784629209604,0.1222916544997956,0.33741540444730905,0.7873415213946118,0.9311856748389256,0.1795190535385143,0.081680274304968,0.21265847860538828,0.6625845955526909,55643,15029,4112,2094,"TN=55643, FP=15029, FN=4112, TP=2094"
spec::04_payment_behavior_only,04_payment_behavior_only,top_percentile,top 30%,0.0866899554238474,76878,6206,23814,0.3097635214235542,0.6794661671739639,0.5671871223127822,0.11291677164693038,0.4332903641637125,0.7010838804618519,0.9337215437961707,0.17914723517654896,0.07916431271902447,0.29891611953814806,0.5667096358362874,49547,21125,3517,2689,"TN=49547, FP=21125, FN=3517, TP=2689"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.05,0.05,76878,6206,51059,0.6641561955305809,0.39268711464918443,0.6022123414675858,0.10356646232789518,0.852078633580406,0.35234604935476566,0.9644447887214842,0.18468523530952588,0.11791174000833735,0.6476539506452343,0.14792136641959394,24901,45771,918,5288,"TN=24901, FP=45771, FN=918, TP=5288"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.10,0.1,76878,6206,19787,0.25738182574988944,0.7432945706183823,0.6342404341369672,0.15813412846818617,0.5041894940380277,0.7642913742359068,0.9461035890070238,0.2407571269187858,0.16728966762665728,0.23570862576409327,0.4958105059619723,54014,16658,3077,3129,"TN=54014, FP=16658, FN=3077, TP=3129"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.15,0.15,76878,6206,7556,0.0982855953588803,0.8618070189130831,0.5840522736255223,0.20764955002646904,0.2528198517563648,0.9152846954946796,0.933109258244136,0.22801918325824735,0.15382521163946644,0.08471530450532035,0.7471801482436352,64685,5987,4637,1569,"TN=64685, FP=5987, FN=4637, TP=1569"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.20,0.2,76878,6206,3039,0.03953016467650043,0.8995681469341034,0.5452825678604863,0.25074037512339586,0.12278440219142765,0.967780733529545,0.9262720242690178,0.1648458626284478,0.12661418552148468,0.03221926647045506,0.8772155978085724,68395,2277,5444,762,"TN=68395, FP=2277, FN=5444, TP=762"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.25,0.25,76878,6206,1256,0.016337573818257498,0.9122505788391998,0.5224897610169481,0.28503184713375795,0.05768611021592008,0.987293411817976,0.9226680066647271,0.09595282766014473,0.09665526447310543,0.012706588182023998,0.9423138897840799,69774,898,5848,358,"TN=69774, FP=898, FN=5848, TP=358"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.30,0.3,76878,6206,522,0.0067899789276516034,0.9168292619475013,0.5109431183396176,0.31992337164750956,0.02690944247502417,0.994976794204211,0.9209099481376709,0.049643281807372173,0.07260120547941605,0.005023205795788997,0.9730905575249759,70317,355,6039,167,"TN=70317, FP=355, FN=6039, TP=167"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.40,0.4,76878,6206,85,0.0011056479096750696,0.9191055958791852,0.502553747000117,0.4235294117647059,0.005800837898807605,0.9993066561014263,0.919654135142526,0.011444921316165951,0.041866548780711325,0.0006933438985736926,0.9941991621011924,70623,49,6170,36,"TN=70623, FP=49, FN=6170, TP=36"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,probability,prob >= 0.50,0.5,76878,6206,14,0.00018210671453471733,0.9192746949712531,0.5005144457870891,0.5,0.0011279407025459234,0.9999009508716323,0.9193510616153205,0.0022508038585209,0.020771778304196988,9.904912836767037e-05,0.998872059297454,70665,7,6199,7,"TN=70665, FP=7, FN=6199, TP=7"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,top_percentile,top 5%,0.18674737371139907,76878,6206,3844,0.050001300762246674,0.8937537396914592,0.5552751843888833,0.24479708636836628,0.1516274572993877,0.9589229114783789,0.9279102883588466,0.1872636815920398,0.13817692993670588,0.04107708852162101,0.8483725427006124,67769,2903,5265,941,"TN=67769, FP=2903, FN=5265, TP=941"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,top_percentile,top 10%,0.1490185380150812,76878,6206,7688,0.10000260152449335,0.8607664091157419,0.585397077244038,0.2074661810613944,0.2570093457943925,0.9137848086936835,0.9333574215927157,0.2295955088527422,0.15508658274419973,0.08621519130631651,0.7429906542056075,64579,6093,4611,1595,"TN=64579, FP=6093, FN=4611, TP=1595"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,top_percentile,top 20%,0.11310679808778751,76878,6206,15376,0.2000052030489867,0.7879497385467884,0.6225909825593277,0.1716961498439126,0.4253947792458911,0.8197871858727643,0.9420181457513577,0.24464831804281345,0.1669751312505309,0.1802128141272357,0.5746052207541089,57936,12736,3566,2640,"TN=57936, FP=12736, FN=3566, TP=2640"
spec::05_full_controlled_main_effects,05_full_controlled_main_effects,top_percentile,top 30%,0.09206856519126849,76878,6206,23064,0.3000078045734801,0.7081609823356487,0.6362967968257001,0.14815296566077002,0.5505961972284885,0.7219973964229115,0.9481733377931393,0.2334813802528186,0.1620429980642682,0.2780026035770885,0.44940380277151143,51025,19647,2789,3417,"TN=51025, FP=19647, FN=2789, TP=3417"
spec::06_full_plus_selected_interactions,06_full_plus_selected_interactions,probability,prob >= 0.05,0.05,76878,6206,51164,0.6655219958895913,0.3913733447800411,0.6016447572663874,0.10339301071065593,0.852400902352562,0.35088861218021283,0.9643773819709108,0.1844169426529545,0.11737550948954904,0.6491113878197872,0.14759909764743798,24798,45874,916,5290,"TN=24798, FP=45874, FN=916, TP=5290"
spec::06_full_plus_selected_interactions,06_full_plus_selected_interactions,probability,prob >= 0.10,0.1,76878,6206,19835,0.2580061916282942,0.7423840370457088,0.6329367736868459,0.15719687421225106,0.5024170157911698,0.763456531582522,0.9458653997861263,0.2394685303943781,0.1655340822560357,0.23654346841747792,0.4975829842088302,53955,16717,3088,3118,"TN=53955, FP=16717, FN=3088, TP=3118"
spec::06_full_plus_selected_interactions,06_full_plus_selected_interactions,probability,prob >= 0.15,0.15,76878,6206,7559,0.0983246182262806,0.8618460417804834,0.5842939752046392,0.20796401640428627,0.25330325491459876,0.9152846954946796,0.9331496415124281,0.22840537595350527,0.15424027477586688,0.08471530450532035,0.7466967450854012,64685,5987,4634,1572,"TN=64685, FP=5987, FN=4634, TP=1572"
spec::06_full_plus_selected_interactions,06_full_plus_selected_interactions,probability,prob >= 0.20,0.2,76878,6206,3042,0.03956918754390073,0.8996331850464372,0.5456119115703828,0.2518080210387903,0.12342893973573961,0.9677948834050261,0.9263232027737147,0.1656574394463668,0.12747474752640264,0.032205116594973965,0.8765710602642603,68396,2276,5440,766,"TN=68396, FP=2276, FN=5440, TP=766"
spec::06_full_plus_selected_interactions,06_full_plus_selected_interactions,probability,prob >= 0.25,0.25,76878,6206,1238,0.01610343661385572,0.9125367465334686,0.522792394157837,0.29079159935379645,0.05800837898807606,0.9875764093275979,0.9227128503437335,0.09672219236969372,0.09865371327991848,0.012423590672402084,0.9419916210119239,69794,878,5846,360,"TN=69794, FP=878, FN=5846, TP=360"
spec::06_full_plus_selected_interactions,06_full_plus_selected_interactions,probability,prob >= 0.30,0.3,76878,6206,535,0.0069590780197195555,0.9168682848149016,0.5115522811952268,0.32710280373831774,0.028198517563648082,0.9949060448268056,0.9210012705814548,0.05192107995846314,0.07571219231039954,0.005093955173194476,0.9718014824363519,70312,360,6031,175,"TN=70312, FP=360, FN=6031, TP=175"
spec::06_full_plus_selected_interactions,06_full_plus_selected_interactions,probability,prob >= 0.40,0.4,76878,6206,92,0.0011967012669424283,0.9190405577668513,0.5025918645667127,0.40217391304347827,0.0059619722848855946,0.9992217568485398,0.9196598338238742,0.011749761829152112,0.0408448157023107,0.0007782431514602671,0.9940380277151144,70617,55,6169,37,"TN=70617, FP=55, FN=6169, TP=37"
spec::06_full_plus_selected_interactions,06_full_plus_selected_interactions,probability,prob >= 0.50,0.5,76878,6206,16,0.0002081219594682484,0.9192746949712531,0.5005879380423875,0.5,0.0012890750886239124,0.9998868009961512,0.9193619734068851,0.0025715204114432656,0.022206253970295554,0.00011319900384876613,0.9987109249113761,70664,8,6198,8,"TN=70664, FP=8, FN=6198, TP=8"
spec::06_full_plus_selected_interactions,06_full_plus_selected_interactions,top_percentile,top 5%,0.18639937309838975,76878,6206,3844,0.050001300762246674,0.8936236634667916,0.5548369737349856,0.24349635796045785,0.15082178536899774,0.9588521621009735,0.9278418270942301,0.1862686567164179,0.13708149075381426,0.04114783789902649,0.8491782146310023,67764,2908,5270,936,"TN=67764, FP=2908, FN=5270, TP=936"
