variable,segment,customer_count,default_customers,default_rate,non_default_customers,customer_share,default_contribution_share,risk_index,risk_difference,small_sample_flag,business_priority_score
DIAG_NAME_EDUCATION_TYPE,Incomplete higher,10277,872,0.08484966429891992,9405,0.0334199427012367,0.03512588116817724,1.0510455233927558,0.004120844842054966,0,3.5933767022719305
DIAG_NAME_EDUCATION_TYPE,Higher education,74863,4009,0.05355115344028425,70854,0.24344820185294186,0.16149043303121852,0.6633461730342498,-0.027177666016580705,0,0.0
DIAG_NAME_EDUCATION_TYPE,Academic degree,164,3,0.018292682926829267,161,0.0005333142554250092,0.00012084592145015106,0.22659420823815488,-0.062436136530035685,1,0.0
DIAG_OCCUPATION_GROUP,Drivers,18603,2107,0.11326130194054722,16496,0.06049539691263077,0.08487411883182276,1.4029847420358355,0.03253248248368226,0,68.54594059311853
DIAG_OCCUPATION_GROUP,Security staff,6721,722,0.10742449040321381,5999,0.02185612872385053,0.02908358509566969,1.330683281707258,0.02669567094634885,0,19.274274423263872
DIAG_OCCUPATION_GROUP,Laborers,55186,5838,0.10578769977892943,49348,0.1794602469505156,0.23516616314199396,1.3104081106432375,0.025058880322064478,0,146.29374332021243
DIAG_OCCUPATION_GROUP,Other,19837,1975,0.09956142561879316,17862,0.0645082614930848,0.07955689828801611,1.2332823183669972,0.01883260616192821,0,37.19439716980821
DIAG_OCCUPATION_GROUP,Sales staff,32102,3092,0.0963179864182917,29010,0.10439301358325394,0.12455186304128903,1.1931053503111904,0.015589166961426745,0,48.201704244731495
DIAG_OCCUPATION_GROUP,Medicine staff,8537,572,0.06700245988052009,7965,0.02776160852782502,0.023041289023162135,0.8299695242827236,-0.013726359576344868,0,0.0
DIAG_OCCUPATION_GROUP,Unknown,96391,6278,0.06513056198192778,90113,0.31345545362604915,0.25289023162134944,0.8067820441339212,-0.015598257474937177,0,0.0
DIAG_OCCUPATION_GROUP,Core staff,27570,1738,0.06303953572723975,25832,0.08965532940285063,0.07001007049345417,0.7808801881578741,-0.017689283729625208,0,0.0
DIAG_OCCUPATION_GROUP,Managers,21371,1328,0.06214028356183613,20043,0.0694967009310236,0.0534944612286002,0.7697410166519151,-0.018588535895028825,0,0.0
DIAG_OCCUPATION_GROUP,High skill tech staff,11380,701,0.06159929701230228,10679,0.037006806260589054,0.02823766364551863,0.7630397350876168,-0.019129522444562674,0,0.0
DIAG_OCCUPATION_GROUP,Accountants,9813,474,0.04830327117089575,9339,0.031911053588326924,0.01909365558912387,0.5983398679167502,-0.032425548285969205,0,0.0
DIAG_CREDIT_INCOME_GROUP,3. 2x-4x,113561,10073,0.08870122665351661,103488,0.36929085463609435,0.4057603222557905,1.098755404207434,0.007972407196651654,0,80.30605769187211
DIAG_CREDIT_INCOME_GROUP,4. 4x-6x,62887,5114,0.0813204636888387,57773,0.2045032535421497,0.20600201409869084,1.0073287858778843,0.000591644231973748,0,3.0256686023137473
DIAG_CREDIT_INCOME_GROUP,2. 1x-2x,60164,4630,0.07695631939365734,55534,0.19564828575237958,0.1865055387713998,0.9532694756520831,-0.0037725000632076178,0,0.0
DIAG_CREDIT_INCOME_GROUP,5. >6x,54725,3967,0.07248972133394244,50758,0.17796111358618066,0.1597985901309164,0.8979410552717814,-0.00823909812292252,0,0.0
DIAG_CREDIT_INCOME_GROUP,1. <=1x,16174,1041,0.06436255719055274,15133,0.05259649248319572,0.04193353474320242,0.797268653543769,-0.016366262266312215,0,0.0
DIAG_ANNUITY_INCOME_GROUP,3. 20-30%,73742,6463,0.08764340538634699,67279,0.23980280380214042,0.2603423967774421,1.0856520134445498,0.006914585929482034,0,44.68896886224238
DIAG_ANNUITY_INCOME_GROUP,5. 40-60%,6990,579,0.08283261802575108,6411,0.02273089417939521,0.023323262839879153,1.0260600685485093,0.0021037985688861227,0,1.218099371385065
DIAG_ANNUITY_INCOME_GROUP,6. 60%+,919,75,0.08161044613710555,844,0.002988510980095021,0.0030211480362537764,1.0109208419765343,0.0008816266802405964,0,0.06612200101804473
DIAG_ANNUITY_INCOME_GROUP,4. 30-40%,23407,1902,0.081257743410091,21505,0.0761176022971536,0.07661631419939577,1.0065518603738366,0.0005289239532260404,0,1.0060133590359288
DIAG_ANNUITY_INCOME_GROUP,2. 10-20%,145231,11701,0.08056819824968499,133530,0.4722790404245702,0.47133937562940587,0.998010361005393,-0.0001606212071799673,0,0.0
DIAG_ANNUITY_INCOME_GROUP,1. <=10%,57210,4105,0.07175319000174794,53105,0.18604212532234618,0.16535750251762335,0.8888175311431022,-0.008975629455117012,0,0.0
DIAG_ANNUITY_INCOME_GROUP,Unknown,12,0,0.0,12,3.9022994299390916e-05,0.0,0.0,-0.08072881945686496,1,0.0
DIAG_BUREAU_ACTIVE_LOAN_GROUP,>3 active,46653,5001,0.10719567873448653,41652,0.15171164608745705,0.2014501510574018,1.3278489572334617,0.026466859277621574,0,132.36076324738548
DIAG_BUREAU_ACTIVE_LOAN_GROUP,No bureau history,44020,4457,0.10124943207632894,39563,0.14314935075493235,0.17953675730110774,1.2541919076424568,0.020520612619463988,0,91.460370444951
DIAG_BUREAU_ACTIVE_LOAN_GROUP,2-3 active,96394,7486,0.07766043529680271,88908,0.313465209374624,0.3015508559919436,0.9619914649971842,-0.0030683841600622486,0,0.0
DIAG_BUREAU_ACTIVE_LOAN_GROUP,1 active,74103,5260,0.07098228141910584,68843,0.24097674554731374,0.21188318227593153,0.8792681708548099,-0.009746538037759114,0,0.0
DIAG_BUREAU_ACTIVE_LOAN_GROUP,0 active,46341,2621,0.056558986642498005,43720,0.15069704823567287,0.10557905337361531,0.7006046542365038,-0.02416983281436695,0,0.0
DIAG_BUREAU_OVERDUE_GROUP,>=2 overdue loans,231,85,0.36796536796536794,146,0.0007511926402632752,0.0034239677744209466,4.558042226320172,0.287236548508503,1,24.415106623222755
DIAG_BUREAU_OVERDUE_GROUP,1 overdue loan,3363,482,0.14332441272673208,2881,0.010936194152404304,0.019415911379657605,1.775381006324677,0.06259559326986712,0,30.171075956075953
DIAG_BUREAU_OVERDUE_GROUP,No bureau history,44020,4457,0.10124943207632894,39563,0.14314935075493235,0.17953675730110774,1.2541919076424568,0.020520612619463988,0,91.460370444951
DIAG_BUREAU_OVERDUE_GROUP,No overdue,259897,19801,0.07618787442717692,240096,0.8451632624524,0.7976233635448137,0.9437506325468521,-0.004540945029688034,0,0.0
DIAG_BUREAU_DEBT_CREDIT_GROUP,>100%,1585,295,0.1861198738170347,1290,0.005154287163711217,0.011883182275931522,2.3054948043242764,0.10539105436016975,0,31.090361036250076
DIAG_BUREAU_DEBT_CREDIT_GROUP,50%-100%,60615,6929,0.1143116390332426,53686,0.19711489995479836,0.27911379657603225,1.4159954252065041,0.03358281957637764,0,232.69535684472066
DIAG_BUREAU_DEBT_CREDIT_GROUP,No bureau history,44020,4457,0.10124943207632894,39563,0.14314935075493235,0.17953675730110774,1.2541919076424568,0.020520612619463988,0,91.460370444951
DIAG_BUREAU_DEBT_CREDIT_GROUP,25%-50%,58679,4656,0.07934695546958878,54023,0.19081919020782998,0.18755287009063445,0.9828826434404316,-0.0013818639872761745,0,0.0
DIAG_BUREAU_DEBT_CREDIT_GROUP,<=25%,64234,4040,0.06289504000996357,60194,0.20888358465225634,0.16273917421953676,0.7790902980263407,-0.017833779446901385,0,0.0
DIAG_BUREAU_DEBT_CREDIT_GROUP,No bureau debt,78378,4448,0.05675061879609074,73930,0.2548786872664718,0.1791742195367573,0.7029784304775291,-0.023978200660774218,0,0.0
DIAG_PREVIOUS_REFUSAL_GROUP,>50% refusal,11158,1777,0.15925793152894785,9381,0.03628488086605032,0.07158106747230614,1.9727518945578362,0.0785291120720829,0,139.5462321520913
DIAG_PREVIOUS_REFUSAL_GROUP,25%-50% refusal,41739,4729,0.11329931239368457,37010,0.13573172992185645,0.19049345417925478,1.4034555832223299,0.032570492936819614,0,154.02586109821996
DIAG_PREVIOUS_REFUSAL_GROUP,<=25% refusal,47397,3846,0.08114437622634343,43551,0.15413107173401927,0.15492447129909365,1.0051475640579697,0.0004155567694784784,0,1.598231335414228
DIAG_PREVIOUS_REFUSAL_GROUP,0% refusal,190763,13493,0.07073174567395145,177270,0.6203452884612258,0.5435246727089628,0.8761647469866056,-0.009997073782913507,0,0.0
DIAG_PREVIOUS_REFUSAL_GROUP,No previous application,16454,980,0.05955998541388112,15474,0.05350702901684818,0.03947633434038268,0.7377784763185498,-0.021168834042983836,0,0.0
DIAG_LATE_PAYMENT_GROUP,Late >30%,17650,2357,0.13354107648725214,15293,0.0573963207820208,0.09494461228600201,1.654193352333188,0.05281225703038718,0,124.47848982062258
DIAG_LATE_PAYMENT_GROUP,Late 10%-30%,60210,6083,0.10102972928085036,54127,0.1957978738971939,0.24503524672708962,1.2514704161483816,0.0203009098239854,0,123.49043445930319
DIAG_LATE_PAYMENT_GROUP,Late <=10%,77139,6143,0.07963546325464421,70996,0.2508495631050597,0.24745216515609264,0.9864564326646081,-0.0010933562022207438,0,0.0
DIAG_LATE_PAYMENT_GROUP,No late payment,136644,9293,0.06800884049061795,127351,0.44435483608716436,0.37434038267875125,0.8424357119077711,-0.012719978966247006,0,0.0
DIAG_LATE_PAYMENT_GROUP,No installment history,15868,949,0.05980589866397782,14919,0.051601406128561254,0.03822759315206445,0.7408246406468675,-0.020922920792887136,0,0.0
DIAG_UNDERPAYMENT_GROUP,Underpay >30%,26656,3289,0.12338685474189676,23367,0.08668307800371369,0.13248741188318228,1.528411483928919,0.0426580352850318,0,140.3022780524696
DIAG_UNDERPAYMENT_GROUP,Underpay 10%-30%,49506,4932,0.09962428796509513,44574,0.16098936298213723,0.19867069486404834,1.234061003683157,0.01889546850823018,0,93.19245068259124
DIAG_UNDERPAYMENT_GROUP,Underpay <=10%,48984,3828,0.07814796668299853,45156,0.15929186273011373,0.15419939577039274,0.9680305894322482,-0.002580852773866424,0,0.0
DIAG_UNDERPAYMENT_GROUP,No underpayment,166497,11827,0.07103431293056331,154670,0.5414342901554741,0.4764149043303122,0.8799126929945802,-0.009694506526301647,0,0.0
DIAG_UNDERPAYMENT_GROUP,No installment history,15868,949,0.05980589866397782,14919,0.051601406128561254,0.03822759315206445,0.7408246406468675,-0.020922920792887136,0,0.0
DIAG_PAYMENT_RATIO_GROUP,<80% paid,16858,2226,0.13204413334915174,14632,0.054820803158261,0.08966767371601209,1.635650493064693,0.05131531389228679,0,114.22788872423038
DIAG_PAYMENT_RATIO_GROUP,Unknown,11,1,0.09090909090909091,10,3.577107810777501e-05,4.028197381671702e-05,1.1261045500320426,0.010180271452225956,1,0.010180271452225956
DIAG_PAYMENT_RATIO_GROUP,80%-100% paid,241466,19555,0.08098448642873117,221911,0.7852271951247273,0.7877139979859014,1.003166985143426,0.0002556669718662141,0,4.999567634843817
DIAG_PAYMENT_RATIO_GROUP,Full/near full paid,4953,348,0.07026044821320412,4605,0.0161067408970736,0.014018126888217523,0.8703267146219784,-0.010468371243660832,0,0.0
DIAG_PAYMENT_RATIO_GROUP,>105% paid,28355,1746,0.06157644154470111,26609,0.09220808361326911,0.07033232628398792,0.7627566209809702,-0.019152377912163843,0,0.0
DIAG_PAYMENT_RATIO_GROUP,No installment history,15868,949,0.05980589866397782,14919,0.051601406128561254,0.03822759315206445,0.7408246406468675,-0.020922920792887136,0,0.0
DIAG_CC_UTILIZATION_GROUP,>100%,1004,256,0.2549800796812749,748,0.0032649238563823733,0.010312185297079557,3.1584765068627805,0.17425126022440995,0,44.60832261744895
DIAG_CC_UTILIZATION_GROUP,70%-100%,14715,2191,0.14889568467550118,12524,0.04785194675962811,0.088257804632427,1.8443931879253996,0.06816686521863623,0,149.35360169403197
DIAG_CC_UTILIZATION_GROUP,Unknown,869,103,0.11852704257767549,766,0.0028259151705142256,0.004149043303121853,1.468212261434182,0.037798223120810534,0,3.893216981443485
DIAG_CC_UTILIZATION_GROUP,30%-70%,24183,2289,0.09465326882520779,21894,0.07864108926184754,0.09220543806646525,1.1724842436941982,0.013924449368342834,0,31.873064604136747
DIAG_CC_UTILIZATION_GROUP,No credit card history,220606,17291,0.07837955449987762,203315,0.7173922233676193,0.696515609264854,0.970899302469763,-0.0023492649569873403,0,0.0
DIAG_CC_UTILIZATION_GROUP,<=30%,19529,1257,0.0643658149418813,18272,0.0635066713060671,0.050634441087613294,0.7973090077983026,-0.016363004514983653,0,0.0
DIAG_CC_UTILIZATION_GROUP,Zero/no utilization,26605,1438,0.054049990603270065,25167,0.08651723027794128,0.05792547834843907,0.6695253438228472,-0.02667882885359489,0,0.0
DIAG_POS_DPD_GROUP,Has POS DPD,54683,5499,0.10056141762522174,49184,0.17782453310613278,0.22151057401812688,1.245669369399781,0.01983259816835678,0,109.05945732779394
DIAG_POS_DPD_GROUP,No POS DPD,234761,18122,0.07719340094819838,216639,0.7634230970599426,0.7299899295065458,0.9562062404423537,-0.0035354185086665796,0,0.0
DIAG_POS_DPD_GROUP,No POS/CASH history,18067,1204,0.06664083688492832,16863,0.05875236983392464,0.048499496475327294,0.8254900459746705,-0.014087982571936636,0,0.0
DIAG_RISK_SIGNAL_GROUP,4. Very high signal,26776,4031,0.15054526441589483,22745,0.0870733079467076,0.1623766364551863,1.8648267796896771,0.06981644495902987,0,281.4300896298494
DIAG_RISK_SIGNAL_GROUP,3. High signal,63147,6611,0.10469222607566472,56536,0.20534875175196984,0.2663041289023162,1.2968383135046821,0.023963406618799768,0,158.42208115688527
DIAG_RISK_SIGNAL_GROUP,2. Medium signal,127044,9936,0.07820912439784641,117108,0.41313644064765165,0.4002416918429003,0.9687881592228056,-0.0025196950590185424,0,0.0
DIAG_RISK_SIGNAL_GROUP,1. Low signal,90544,4247,0.04690537197384697,86297,0.29444149965367095,0.1710775427995972,0.5810238808076397,-0.033823447483017986,0,0.0
