feature,count,missing_count,missing_pct,mean,std,min,p25,median_p50,p75,p95,max,skewness,kurtosis,sum
BUREAU_DAYS_CREDIT_OLDEST,263491,44020,14.314935075493235,-1762.3748818745232,863.8621809632908,-2922.0,-2583.0,-1827.0,-1035.0,-295.0,0.0,0.3048242089576239,-1.2323289846612397,-464369920.0
BUREAU_DAYS_CREDIT_RECENT,263491,44020,14.314935075493235,-489.2978166237177,537.5741451613144,-2922.0,-620.0,-300.0,-143.0,-39.0,0.0,-2.141211313726123,4.857973006391384,-128925571.0
BUREAU_DEBT_CREDIT_RATIO_MAX,254877,52634,17.116135682951178,2.769627444332881,399.0097018736148,-1.6200788666666668,0.0,0.7607871958477582,0.952030574292722,1.01576002,139396.0,308.9273487818397,102268.55277970692,705914.3341292317
BUREAU_DEBT_CREDIT_RATIO_MEAN,254877,52634,17.116135682951178,0.4299125782488399,25.795088731908557,-155.213164951038,0.0,0.188208194730439,0.3758576498073733,0.8324130357251524,7744.318080601625,232.31083978699405,59869.62667815916,109574.82820632956
BUREAU_DEBT_TO_CREDIT_SUM_RATIO,307511,0,0.0,0.24088361545433246,0.42872828631176624,-175.28923076923076,0.0,0.1200456570155902,0.43081142758768814,0.8297189738075605,7.7891,-222.79987860575147,91373.7565479358,74074.36147197723
BUREAU_ENDDATE_FUTURE_COUNT,307511,0,0.0,1.669439467206051,1.8559723373217052,0.0,0.0,1.0,3.0,5.0,30.0,1.7191079954296693,4.959916183591469,513371.0
BUREAU_LOAN_COUNT,307511,0,0.0,4.765114093479583,4.496198948568977,0.0,1.0,4.0,7.0,13.0,116.0,1.7084319817272922,6.394907914041547,1465325.0
BUREAU_OVERDUE_LOAN_COUNT,307511,0,0.0,0.012741007638751134,0.12514608201127916,0.0,0.0,0.0,0.0,0.0,8.0,13.331921857438964,294.19002128422426,3918.0
BUREAU_OVERDUE_RATE,263491,44020,14.314935075493235,0.0031406310163506687,0.03610542547916468,0.0,0.0,0.0,0.0,0.0,1.0,18.03195577408632,409.54808216129135,827.5280071292541
CC_ACTIVE_MONTH_COUNT,307511,0,0.0,10.135159392672133,23.72139388581118,0.0,0.0,0.0,6.0,82.0,178.0,2.641687297114697,5.838793419839104,3116673.0
CC_AMT_BALANCE_MAX,86905,220606,71.73922233676193,144501.30662948047,172808.97920844323,0.0,0.0,97424.325,195182.46,473417.41500000004,1354829.265,1.8132184448457673,3.9032206520788484,12557886052.635
CC_AMT_BALANCE_MEAN,86905,220606,71.73922233676193,71459.92695171312,109056.51822604671,-2930.232558139535,0.0,26793.606315789475,98610.5025,295966.5220714287,928686.3235714288,2.5960318045164836,8.730190878533936,6210224951.738628
CC_AMT_BALANCE_SUM,307511,0,0.0,620096.8742995698,1998104.121856956,-126000.0,0.0,0.0,0.0,4497766.875,29980484.415000003,4.508449821922312,24.133307808084048,190686609912.735
CC_COMPLETED_MONTH_COUNT,307511,0,0.0,0.3252924285635311,2.4582082477426153,0.0,0.0,0.0,0.0,0.0,45.0,9.524860440977228,96.0269670361768,100031.0
CC_CREDIT_LIMIT_MAX,86905,220606,71.73922233676193,249709.1191530982,202159.57247390485,0.0,112500.0,180000.0,315000.0,765000.0,1350000.0,1.5576704638697747,2.090949243291481,21700971000.0
CC_CREDIT_LIMIT_MEAN,86905,220606,71.73922233676193,208260.5792624704,191529.93074800092,0.0,82840.90909090909,149727.27272727274,268783.7837837838,675000.0,1350000.0,1.8068744303739435,3.2234049230271355,18098885640.80499
CC_DPD_DEF_MONTH_COUNT,307511,0,0.0,0.25475836636738197,1.8421047005748916,0.0,0.0,0.0,0.0,0.0,94.0,13.693855336764244,298.0261439797975,78341.0
CC_DPD_MONTH_COUNT,307511,0,0.0,0.43615675536810067,3.388240565920279,0.0,0.0,0.0,0.0,1.0,94.0,13.260506943816136,211.98231759214738,134123.0
CC_DPD_MONTH_RATE,86905,220606,71.73922233676193,0.020785264153772767,0.07757879192852646,0.0,0.0,0.0,0.0,0.1111111111111111,0.9894736842105264,6.425202159155039,49.393936205009595,1806.3433812836224
CC_DRAWINGS_CURRENT_MEAN,86905,220606,71.73922233676193,13913.475109054372,26610.582955340928,0.0,0.0,3473.671875,18333.99794117647,56684.709,1125000.0,7.167448580263851,128.27324267683576,1209150554.3523703
CC_DRAWINGS_CURRENT_SUM,307511,0,0.0,78665.93197506755,267722.12285773817,0.0,0.0,0.0,0.0,499437.51749999996,18469299.195,10.334869432035072,297.6942247425165,24190639407.585
CC_MONTHS_BALANCE_OLDEST,86905,220606,71.73922233676193,-37.58450031643749,33.60061813020031,-96.0,-76.0,-22.0,-10.0,-5.0,-1.0,-0.7672243945954994,-1.0714417699900871,-3266281.0
CC_MONTHS_BALANCE_RECENT,86905,220606,71.73922233676193,-1.4979805534779356,0.6927869017826412,-5.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.3749874536232447,1.6917799361962076,-130182.0
CC_MONTH_COUNT,307511,0,0.0,10.49707164946945,24.507862402587175,0.0,0.0,0.0,7.0,86.0,192.0,2.6178271867908482,5.647511122383494,3227965.0
CC_NEGATIVE_BALANCE_MONTH_COUNT,307511,0,0.0,0.006396519148908495,0.19040440922375992,0.0,0.0,0.0,0.0,0.0,8.0,35.8784549555958,1379.538190355888,1967.0
CC_PAYMENT_CURRENT_MEAN,61060,246451,80.14379973399326,18028.676162633612,28294.123885732817,0.0,4670.159801078403,9808.736420454545,21395.91168710021,58495.673296874986,1125000.0,8.725317070055706,166.80423708917522,1100830966.4904084
CC_PAYMENT_CURRENT_SUM,307511,0,0.0,86829.3888698453,285347.25866220996,0.0,0.0,0.0,0.0,586691.46,19347594.795,9.020125364156666,232.6180657374844,26700992200.754997
CC_PREV_COUNT,307511,0,0.0,0.28438657478919455,0.45509135750431196,0.0,0.0,0.0,1.0,1.0,4.0,1.0144833125168538,-0.793350145448326,87452.0
CC_SK_DPD_DEF_MAX,86905,220606,71.73922233676193,0.780024164317358,23.81450979659323,0.0,0.0,0.0,0.0,1.0,2800.0,98.42033941505196,10194.018129697453,67788.0
CC_SK_DPD_DEF_MEAN,86905,220606,71.73922233676193,0.1268704793583444,10.034009446122353,0.0,0.0,0.0,0.0,0.108695652173913,1309.6,111.87471792908097,13041.734800501958,11025.679008636918
CC_SK_DPD_MAX,86905,220606,71.73922233676193,16.953500949312467,143.56710707964217,0.0,0.0,0.0,0.0,8.0,2831.0,10.514165956667561,118.87943245314561,1473344.0
CC_SK_DPD_MEAN,86905,220606,71.73922233676193,4.209092920368831,44.60227398316356,0.0,0.0,0.0,0.0,0.4848484848484848,1386.9479166666667,13.853989220125095,233.48751308207306,365791.22024465323
CC_TOTAL_RECEIVABLE_MAX,86905,220606,71.73922233676193,143488.4871955008,171674.7912991109,0.0,0.0,96866.37,194503.32,469626.462,1354829.265,1.814770159816944,3.9133066535728385,12469866979.724998
CC_TOTAL_RECEIVABLE_MEAN,86905,220606,71.73922233676193,70985.78897864297,108442.43413434226,-2930.232558139535,0.0,26559.800000000003,97909.02409090912,294370.8698653847,913096.6392857142,2.599095199908812,8.748711841456396,6169019991.188968
CC_UTILIZATION_GT_1_MONTH_COUNT,307511,0,0.0,0.9423792970007577,4.151142735764945,0.0,0.0,0.0,0.0,6.0,92.0,7.531133475011738,75.27832799894847,289792.0
CC_UTILIZATION_GT_1_MONTH_RATE,86905,220606,71.73922233676193,0.09460812700493056,0.17750450099292686,0.0,0.0,0.0,0.1111111111111111,0.5,1.0,2.4227458017555756,5.903136068123938,8221.91927736349
CC_UTILIZATION_MAX,86036,221475,72.02181385381336,0.6310725945229397,0.4820511783285933,0.0,0.0,0.9526391303990127,1.0448203839285715,1.0929586875,11.77751,-0.2350239088629504,1.7902232157370253,54294.96174237564
CC_UTILIZATION_MEAN,86036,221475,72.02181385381336,0.32698070727504175,0.32539625612779977,-0.0848484848484848,0.0,0.25338723263888885,0.5919997596590909,0.9189138496569513,2.138789685393258,0.5573856358339744,-1.0277578776933778,28132.112131115493
CC_ZERO_LIMIT_MONTH_COUNT,307511,0,0.0,2.0472828614260954,10.218391255177638,0.0,0.0,0.0,0.0,10.0,89.0,5.787929664054112,33.051703381981596,629562.0
CC_ZERO_LIMIT_MONTH_RATE,86905,220606,71.73922233676193,0.12045536821485243,0.24914609744807542,0.0,0.0,0.0,0.0,0.7291666666666666,1.0,1.9809248039631857,2.5395292206162403,10468.173774711751
CNT_CHILDREN,307511,0,0.0,0.4170517477423572,0.7221213844376252,0.0,0.0,0.0,1.0,2.0,19.0,1.974604469694792,7.904106358518466,128248.0
CNT_FAM_MEMBERS,307509,2,0.0006503832383231819,2.152665450442101,0.9106815691792972,1.0,2.0,2.0,3.0,4.0,20.0,0.987542813719218,2.8019769805254677,661964.0
CODE_GENDER_UNKNOWN_FLAG,307511,0,0.0,1.3007664766463638e-05,0.003606596437993023,0.0,0.0,0.0,0.0,0.0,1.0,277.26431431081124,76873.99996585472,4.0
COMMONAREA_AVG,92646,214865,69.87229725115525,0.044620715411350736,0.07603574505040936,0.0,0.0078,0.0211,0.0515,0.1601,1.0,5.457305396120232,45.98801696198434,4133.9308
COMMONAREA_MEDI,92646,214865,69.87229725115525,0.04459510178529024,0.07614426224091465,0.0,0.0079,0.0208,0.0513,0.1609,1.0,5.419238452233025,45.26358611792786,4131.5578
COMMONAREA_MODE,92646,214865,69.87229725115525,0.042553137750145714,0.07444452253839155,0.0,0.0072,0.019,0.049,0.1532,1.0,5.620589225272556,48.860991910691546,3942.3779999999997
DAYS_BIRTH,307511,0,0.0,-16036.995066843137,4363.98863178556,-25229.0,-19682.0,-15750.0,-12413.0,-9407.0,-7489.0,-0.11567331170166133,-1.0491257699460343,-4931552390.0
DAYS_EMPLOYED,252137,55374,18.00716071945394,-2384.1693246132063,2338.36016203967,-17912.0,-3175.0,-1648.0,-767.0,-206.0,0.0,-1.9683155310704772,4.752651548074542,-601137301.0
DAYS_EMPLOYED_ANOM_FLAG,307511,0,0.0,0.18007160719453938,0.38424771126230567,0.0,0.0,0.0,0.0,1.0,1.0,1.66523034075399,0.7729971151690189,55374.0
DAYS_ID_PUBLISH,307511,0,0.0,-2994.2023732484367,1509.4504190030232,-7197.0,-4299.0,-3254.0,-1720.0,-375.0,0.0,0.34932749320299783,-1.1068078939970984,-920750166.0
DAYS_LAST_PHONE_CHANGE,307510,1,0.00032519161916159093,-962.8587883320868,826.8084870406566,-4292.0,-1570.0,-757.0,-274.0,0.0,0.0,-0.7136056678591619,-0.30857994139448897,-296088706.0
DAYS_REGISTRATION,307511,0,0.0,-4986.120327538418,3522.8863209630713,-24672.0,-7479.5,-4504.0,-2010.0,-330.0,0.0,-0.5908716157350037,-0.3213466019399345,-1533286848.0416665
DEF_30_CNT_SOCIAL_CIRCLE,306490,1021,0.3320206431639844,0.1434206662533851,0.4466984293815287,0.0,0.0,0.0,0.0,1.0,34.0,5.1835179524202655,126.31244485682747,43957.0
DEF_60_CNT_SOCIAL_CIRCLE,306490,1021,0.3320206431639844,0.10004894123788705,0.3622908039755737,0.0,0.0,0.0,0.0,1.0,24.0,5.277878292698042,86.56285558805332,30664.0
ELEVATORS_AVG,143620,163891,53.29597965601231,0.07894151232418883,0.13457600110034418,0.0,0.0,0.0,0.12,0.36,1.0,2.4394286685624373,7.869390118750012,11337.58
ELEVATORS_MEDI,143620,163891,53.29597965601231,0.07807784431137725,0.13446714769067492,0.0,0.0,0.0,0.12,0.36,1.0,2.4578240835827048,7.96397800494117,11213.54
ELEVATORS_MODE,143620,163891,53.29597965601231,0.07448973610917699,0.13225614415050652,0.0,0.0,0.0,0.1208,0.3222,1.0,2.5522810986823834,8.59794286605391,10698.2159
ENTRANCES_AVG,152683,154828,50.3487680115508,0.1497246700680495,0.10004912076035907,0.0,0.069,0.1379,0.2069,0.3103,1.0,2.3997166974042456,11.593211697239813,22860.4118
ENTRANCES_MEDI,152683,154828,50.3487680115508,0.14921278072869934,0.10036839449763228,0.0,0.069,0.1379,0.2069,0.3103,1.0,2.3877109978106588,11.474066736834054,22782.255
ENTRANCES_MODE,152683,154828,50.3487680115508,0.14519265864569075,0.10097698816024665,0.0,0.069,0.1379,0.2069,0.3103,1.0,2.3923433156059963,11.422457776502647,22168.4507
EXT_SOURCE_1,134133,173378,56.381072546998325,0.5021298056566624,0.21106224927392495,0.0145681324124455,0.3340072886740926,0.5059979305057544,0.6750525982300696,0.8322601465728647,0.962692770561306,-0.06875505870176253,-0.9651552847611127,67352.1772221451
EXT_SOURCE_2,306851,660,0.21462646864665005,0.5143926741308464,0.19106015498493653,8.173616518884397e-08,0.3924574161782719,0.5659614260608526,0.6636170897493769,0.7477341421710526,0.8549996664047012,-0.7935760449637028,-0.26913082990260584,157841.90644972437
EXT_SOURCE_3,246546,60965,19.825307062186393,0.5108529061799657,0.1948443644637488,0.0005272652387098,0.3706496323299817,0.5352762504724826,0.6690566947824041,0.7862666146611379,0.8960095494948396,-0.4093904596160252,-0.6634630539622126,125948.74060704582
FLAG_CONT_MOBILE,307511,0,0.0,0.9981334001060125,0.04316389414243239,0.0,1.0,1.0,1.0,1.0,1.0,-23.081172345547355,530.7439687146295,306937.0
FLAG_DOCUMENT_10,307511,0,0.0,2.276341334131137e-05,0.004771055354069213,0.0,0.0,0.0,0.0,0.0,1.0,209.58905368788848,43925.85711219651,7.0
FLAG_DOCUMENT_11,307511,0,0.0,0.003912055178513939,0.06242406326684518,0.0,0.0,0.0,0.0,0.0,1.0,15.894228775037027,250.6281383965753,1203.0
FLAG_DOCUMENT_12,307511,0,0.0,6.503832383231819e-06,0.0025502570915978662,0.0,0.0,0.0,0.0,0.0,1.0,392.1147791020433,153752.99997398446,2.0
FLAG_DOCUMENT_13,307511,0,0.0,0.003525077151711646,0.05926771807375309,0.0,0.0,0.0,0.0,0.0,1.0,16.753746153720634,278.6898227351608,1084.0
FLAG_DOCUMENT_14,307511,0,0.0,0.0029364803210291664,0.054109767376428794,0.0,0.0,0.0,0.0,0.0,1.0,18.37253333801408,335.55216363142495,903.0
FLAG_DOCUMENT_15,307511,0,0.0,0.0012097128232811183,0.034759938827692606,0.0,0.0,0.0,0.0,0.0,1.0,28.699333086792446,821.6570635464354,372.0
FLAG_DOCUMENT_16,307511,0,0.0,0.009928100133003373,0.09914416233784908,0.0,0.0,0.0,0.0,0.0,1.0,9.886110804249117,95.73580948350683,3053.0
FLAG_DOCUMENT_17,307511,0,0.0,0.0002666571277125046,0.016327488741596615,0.0,0.0,0.0,0.0,0.0,1.0,61.21414027402438,3745.195327610547,82.0
FLAG_DOCUMENT_18,307511,0,0.0,0.008129790479039774,0.08979823610939557,0.0,0.0,0.0,0.0,0.0,1.0,10.95507951813095,118.01453479528313,2500.0
FLAG_DOCUMENT_19,307511,0,0.0,0.0005951006630657115,0.024387465065862264,0.0,0.0,0.0,0.0,0.0,1.0,40.956134313679925,1675.415834543908,183.0
FLAG_DOCUMENT_2,307511,0,0.0,4.2274910491006824e-05,0.006501789045489792,0.0,0.0,0.0,0.0,0.0,1.0,153.79181737639308,23650.076908069892,13.0
FLAG_DOCUMENT_20,307511,0,0.0,0.0005072989258920819,0.02251762026844613,0.0,0.0,0.0,0.0,0.0,1.0,44.36489680146024,1966.256856409192,156.0
FLAG_DOCUMENT_21,307511,0,0.0,0.0003349473677364387,0.01829853182243764,0.0,0.0,0.0,0.0,0.0,1.0,54.61293914066448,2980.5925068559472,103.0
FLAG_DOCUMENT_3,307511,0,0.0,0.7100233812774177,0.4537519684327392,0.0,0.0,1.0,1.0,1.0,1.0,-0.9257248975408139,-1.143040848261434,218340.0
FLAG_DOCUMENT_4,307511,0,0.0,8.129790479039775e-05,0.00901618321655089,0.0,0.0,0.0,0.0,0.0,1.0,110.89436438827012,12295.640021860136,25.0
FLAG_DOCUMENT_5,307511,0,0.0,0.015114906458630749,0.12201022281354128,0.0,0.0,0.0,0.0,0.0,1.0,7.94832164046238,61.17621478004706,4648.0
FLAG_DOCUMENT_6,307511,0,0.0,0.0880553866365756,0.2833758928629899,0.0,0.0,0.0,0.0,1.0,1.0,2.9074265170378446,6.453170922274535,27078.0
FLAG_DOCUMENT_7,307511,0,0.0,0.00019186305530533867,0.01385015767701742,0.0,0.0,0.0,0.0,0.0,1.0,72.17410794731333,5207.135724328347,59.0
FLAG_DOCUMENT_8,307511,0,0.0,0.08137595077899652,0.27341204894451304,0.0,0.0,0.0,0.0,1.0,1.0,3.0622408450208147,7.377366974029726,25024.0
FLAG_DOCUMENT_9,307511,0,0.0,0.00389579559755586,0.062294710800393685,0.0,0.0,0.0,0.0,0.0,1.0,15.927754527720971,251.6950012773936,1198.0
FLAG_EMAIL,307511,0,0.0,0.0567199222141647,0.23130703972270758,0.0,0.0,0.0,0.0,1.0,1.0,3.8328531752022883,12.690846001751169,17442.0
FLAG_EMP_PHONE,307511,0,0.0,0.8198893698111612,0.3842801989387643,0.0,1.0,1.0,1.0,1.0,1.0,-1.6648864615712877,0.7718519498767713,252125.0
FLAG_MOBIL,307511,0,0.0,0.9999967480838083,0.001803307015351493,0.0,1.0,1.0,1.0,1.0,1.0,-554.5367435977528,307510.99999999994,307510.0
