SK_ID_CURR,TARGET
102551,0
102552,0
102554,0
102555,0
102557,0
102560,0
102569,0
102577,0
102587,0
102588,0
102603,0
102604,0
102607,0
102612,0
102613,0
102618,0
102629,0
102631,0
102648,0
102662,0
102663,0
102670,0
102677,0
102702,0
102707,0
102714,0
102721,0
102723,0
102732,0
102734,0
102735,0
102746,0
102750,0
102751,0
102754,0
102757,0
102758,0
102765,0
102780,0
102786,0
102788,0
102793,0
102797,0
102802,0
102807,0
102824,0
102840,0
102841,0
102861,0
102864,0
102865,0
102871,0
102873,0
102874,0
102895,0
102896,0
102925,1
102942,1
102947,0
102956,0
102959,1
102961,0
102965,0
102978,0
102981,0
103002,0
103021,0
103022,0
103026,0
103032,0
103041,0
103042,0
103053,0
103059,1
103065,0
103070,0
103072,0
103073,0
103087,0
103091,0
103098,0
103101,0
103117,0
103120,0
103122,0
103126,0
103134,1
103155,0
103160,0
103161,0
103170,0
103178,0
103187,1
103191,0
103198,0
103200,0
103201,0
103211,0
103225,0
103227,0
103228,1
103234,0
103236,0
103242,0
103245,0
103247,0
103253,0
103262,0
103264,0
103274,0
103302,0
103305,0
103307,0
103309,0
103310,1
103322,0
103335,0
103365,0
103370,0
103376,0
103395,0
103396,0
103399,0
103422,1
103427,0
103443,0
103444,0
103451,0
103467,0
103479,0
103481,0
103491,0
103496,0
103502,0
103518,1
103528,0
103534,0
103538,0
103550,0
103555,1
103565,0
103578,0
103582,0
103586,0
103592,0
103604,0
103611,0
103630,0
103636,0
103652,0
103665,0
103673,0
103681,0
103685,0
103688,0
103709,0
103710,0
103718,0
103720,0
103722,0
103751,0
103752,0
103757,0
103765,0
103767,0
103768,0
103776,0
103780,0
103788,0
103796,0
103802,0
103805,0
103815,0
103846,0
103855,0
103863,0
103867,0
103868,0
103875,0
103878,0
103879,0
103882,0
103889,1
103894,0
103913,0
103926,0
103938,0
103941,0
103946,0
103954,0
103961,0
103967,0
103978,0
103981,0
103983,0
103994,1
103996,1
104000,1
104001,0
104011,0
104014,0
104038,0
104046,0
104074,0
104076,0
104077,0
104081,0
104100,0
104105,0
104111,0
104137,0
104143,0
104152,0
104153,0
104154,0
104168,0
104171,0
104196,0
104210,1
104213,0
104232,0
104234,0
104240,0
104244,0
104246,0
104251,0
104260,0
104265,0
104275,0
104293,0
104299,0
104332,0
104335,0
104339,0
104340,0
104345,0
104352,0
104357,0
104359,0
104372,0
104380,0
104383,0
104389,0
104390,0
104393,0
104404,0
104413,0
104421,0
104436,0
104448,0
104449,0
104451,0
104459,0
104467,0
104469,0
104471,0
104474,0
104478,0
104481,0
104483,0
104485,0
104491,0
104493,0
104494,0
104497,0
104504,0
104508,1
104514,0
104517,0
104531,0
104536,0
104537,0
104548,0
104552,0
104561,0
104585,0
104586,0
104597,0
104653,0
104660,0
104662,0
104668,0
104673,0
104674,0
104675,0
104689,0
104690,0
104709,0
104710,0
104736,0
104750,0
104754,0
104762,1
104769,0
104774,0
104790,0
104796,0
104797,0
104808,0
104810,0
104812,0
104819,0
104821,0
104822,0
104825,0
104834,0
104841,0
104852,1
104862,0
104869,0
104881,0
104887,0
104889,0
104893,0
104908,0
104917,1
104926,0
104954,0
104960,0
104961,1
104970,1
104982,0
104984,0
104989,1
105011,0
105047,0
105048,0
105054,0
105059,0
105090,0
105108,0
105114,0
105141,0
105145,0
105148,0
105162,0
105187,0
105189,0
105194,0
105209,0
105253,0
105256,0
105257,0
105261,0
105267,0
105283,0
105284,0
105294,0
105307,0
105313,0
105315,0
105322,0
105336,0
105346,0
105354,0
105374,0
105376,0
105385,0
105391,0
105396,0
105411,0
105416,0
105424,0
105441,0
105463,0
105464,0
105477,0
105480,0
105482,0
105488,0
105501,0
105506,1
105525,0
105533,0
105534,0
105544,1
105546,0
105550,0
105553,0
105557,0
105561,0
105563,0
105564,0
105567,0
105568,0
105572,0
105589,0
105591,0
105602,0
105603,0
105607,0
105609,0
105611,1
105622,0
105627,0
105631,0
105642,0
105645,0
105652,0
105661,0
105663,0
105668,1
105674,0
105679,0
105681,0
105683,1
105690,0
105715,0
105717,0
105721,0
105726,0
105730,0
105753,0
105775,0
105781,0
105794,0
105799,0
105806,0
105811,0
105812,0
105818,0
105819,0
105828,0
105850,0
105853,0
105874,1
105881,0
105885,1
105886,0
105890,0
105891,0
105893,0
105908,0
105914,0
105920,0
105922,0
105927,0
105931,0
105932,0
105935,0
105954,0
105955,0
105969,0
105970,0
105974,0
105977,0
105982,0
105986,0
105987,0
106007,0
106009,0
106027,0
106042,0
106058,0
106080,0
106082,0
106095,0
106099,0
106111,0
106115,0
106118,0
106119,0
106125,0
106128,0
106135,0
106142,0
106161,0
106165,0
106170,0
106172,0
106175,0
106179,0
106182,0
106183,0
106187,0
106190,0
106204,0
106207,0
106209,0
106210,0
106218,0
106223,0
106227,0
106229,0
106233,0
106234,0
106236,0
106241,1
106248,0
106252,0
106254,0
106260,0
106265,0
106299,0
106300,0
106304,0
106306,0
106321,0
106322,0
106323,0
106324,0
106327,0
106329,0
106345,0
106350,0
106358,1
106376,0
106381,1
106394,0
106405,0
106406,0
106450,0
106471,0
106476,0
106479,0
106485,0
106494,0
106495,0
106507,0
106517,0
106535,0
106539,0
106540,0
106541,0
106555,0
106559,0
106571,0
106572,0
106575,0
106580,0
106596,0
106601,0
106614,0
106619,0
106626,0
106627,0
106635,0
106641,0
106642,0
106649,0
106650,0
106653,0
106654,0
106661,0
106673,0
106680,1
106691,0
106696,0
106701,0
106756,0
106767,0
106771,0
106778,0
106788,0
106790,0
106801,0
106806,1
106809,0
106815,0
106819,1
106820,0
106828,0
106839,1
106840,0
106849,0
106857,0
106870,0
106901,0
106903,0
106917,0
106926,0
106927,0
106934,0
106945,0
106948,0
106949,0
106952,0
106957,0
106960,0
106961,0
106962,0
106965,0
106968,0
106985,0
106993,0
106996,0
107007,0
107021,0
107022,0
107025,0
107027,0
107032,0
107034,0
107050,0
107068,0
107072,0
107092,0
107106,0
107107,0
107117,0
107125,0
107134,0
107144,0
107148,0
107164,0
107169,0
107173,0
107182,0
107189,0
107190,0
107193,0
107204,0
107226,0
107228,0
107229,0
107234,0
107248,0
107253,0
107257,0
107261,0
107266,0
107269,0
107276,0
107277,0
107287,0
107297,0
107300,0
107310,0
107320,0
107328,1
107334,0
107342,0
107361,0
107362,0
107363,0
107369,0
107370,0
107371,0
107376,1
107389,0
107405,1
107408,0
107422,0
107423,0
107424,0
107437,0
107452,0
107464,0
107472,0
107483,0
107492,0
107500,0
107513,0
107517,0
107519,0
107522,0
107525,0
107528,0
107537,0
107541,0
107545,0
107560,0
107563,0
107575,0
107577,0
107589,0
107610,0
107616,0
107618,0
107619,0
107623,0
107629,0
107641,1
107650,0
107665,0
107667,0
107674,0
107676,0
107682,0
107688,0
107704,1
107712,0
107716,0
107722,0
107723,0
107734,0
107738,0
107750,0
107752,0
107753,0
107757,0
107766,0
107771,0
107772,0
107781,1
107786,0
107792,0
107798,0
107806,0
107809,0
107820,0
107828,0
107829,0
107840,0
107848,0
107851,0
107854,0
107863,0
107872,0
107883,0
107885,0
107886,0
107903,0
107910,0
107911,0
107935,0
107936,0
107942,0
107950,0
107963,0
107964,0
107965,0
107970,0
107974,0
107998,0
107999,0
108000,1
108001,0
108015,0
108037,0
108041,1
108042,0
108043,0
108050,0
108053,0
108054,0
108067,0
108070,0
108072,0
108075,0
108079,0
108099,0
108101,0
108102,0
108108,0
108123,0
108128,0
108157,0
108178,0
108182,0
108194,0
108197,0
108199,0
108204,0
108208,0
108211,0
108221,0
108223,0
108231,0
108237,0
108250,0
108259,0
108260,0
108296,0
108304,0
108311,0
108316,0
108320,0
108326,0
108335,0
108342,0
108348,0
108366,0
108367,0
108368,0
108402,0
108404,0
108405,0
108413,0
108416,0
108430,0
108435,0
108442,0
108453,0
108465,0
108468,0
108469,0
108471,0
108481,0
108482,0
108484,1
108485,0
108497,0
108499,0
108507,0
108516,0
108523,0
108527,0
108538,0
108543,0
108550,0
108563,0
108564,0
108586,0
108594,1
108599,0
108601,0
108606,0
108608,0
108614,0
108628,0
108631,0
108635,0
108661,0
108671,0
108674,0
108677,0
108678,0
108684,0
108686,1
108694,1
108708,0
108709,0
108715,0
108717,0
108728,0
108730,0
108733,1
108749,0
108750,0
108752,1
108764,0
108768,0
108781,0
108787,0
108794,0
108796,0
108818,0
108821,0
108827,0
108831,0
108835,0
108841,0
108843,0
108855,1
108856,0
108865,0
108866,0
108869,0
108884,0
108892,0
108894,0
108898,0
108918,0
108936,0
108942,0
108949,0
108975,0
108982,0
108988,0
108998,0
109006,0
109009,0
109010,0
109013,0
109016,0
109031,0
109033,0
109040,0
109050,0
109051,0
109052,0
109056,0
109061,0
109068,0
109071,0
109076,0
109083,1
109089,0
109106,0
109123,0
109131,0
109137,0
109141,0
109146,0
109150,0
109155,0
109164,0
109176,0
109183,0
109186,0
109190,1
109197,0
109199,0
109202,0
109203,0
109204,0
109216,0
109227,0
109228,0
109237,0
109241,0
109262,0
109267,0
109272,0
109277,0
109283,0
109301,0
109304,0
109308,1
109315,0
109331,0
109343,0
109351,1
109352,0
109355,0
109360,0
109364,0
109373,0
109381,0
109382,0
109390,0
109408,0
109415,0
109420,0
109434,1
109438,0
109439,0
109456,0
109466,0
109470,0
109474,0
109477,0
109478,0
109480,0
109482,0
109485,0
109486,0
109491,0
109495,0
109502,0
109515,1
109516,0
109520,0
109530,0
109546,0
109556,0
109559,0
109601,0
109606,0
109616,0
109624,0
109626,0
109627,0
109655,0
109657,0
109670,0
109681,0
109692,0
109693,0
109703,0
109707,0
109712,0
109728,0
109734,0
109744,1
109746,0
109750,0
109756,0
109757,0
109759,0
109763,0
109775,0
109783,0
109784,0
109787,0
109788,0
109797,0
109799,0
109801,0
109822,0
109825,0
109826,0
109832,0
109835,0
109838,0
109847,1
109859,0
109860,1
109893,0
109897,0
109898,0
109899,0
109900,0
109911,0
109925,0
109932,0
109944,0
109952,0
109953,0
109956,0
109962,0
109963,0
109975,0
109978,0
109983,0
110028,1
110030,0
110034,0
110035,0
110038,0
110039,0
110045,0
110047,0
110049,0
110053,0
110061,0
110062,0
110074,0
110083,0
110130,0
110137,0
110152,0
110155,0
110166,0
110168,1
110171,0
110173,0
110182,0
110183,0
110194,0
110205,0
110210,0
110214,0
110225,0
110230,0
110260,0
110287,0
110301,0
110306,0
110308,0
110311,0
110314,0
110317,0
110318,0
110321,0
110334,0
110365,0
110396,0
110399,0
110405,0
110407,0
110414,0
110426,0
110431,0
110438,0
110440,0
110457,0
110463,0
110464,0
110492,0
110493,0
110512,0
110515,0
110521,0
110524,0
110527,0
110530,0
110533,0
110534,0
110536,0
110537,0
110544,0
110549,0
110558,0
110561,0
110564,0
110565,0
110567,0
110577,0
110584,0
110593,0
110600,0
110609,0
110618,0
110619,0
110620,0
110621,0
110640,0
110641,1
110649,0
110653,1
110665,0
110671,0
110679,1
110683,1
110711,0
110713,0
110714,0
110725,0
110741,1
110743,0
110744,0
110751,0
110753,0
110759,0
110762,0
110775,0
110781,0
110795,0
110799,0
110818,1
110819,0
110825,0
110830,0
110844,0
110846,0
110851,0
110855,0
110856,0
110858,0
110869,0
110874,0
110888,0
110897,0
110904,0
110909,0
110912,0
110927,0
110939,1
110946,0
110949,0
110956,0
110959,0
110980,0
111002,0
111003,0
111006,0
111011,0
111012,0
111022,0
111024,0
111031,0
111033,0
111067,0
111068,0
111069,0
111071,0
111073,0
111076,0
111095,0
111101,0
111111,0
111125,1
111128,0
111136,0
111141,0
111159,1
111171,0
111193,0
111195,0
111199,0
111212,0
111217,0
111224,0
111237,0
111250,0
111255,0
111260,0
111261,0
111271,0
111284,0
111298,0
111300,0
111302,1
111306,0
111312,0
111323,0
111334,0
111348,0
111352,0
111372,1
111376,0
111383,0
111384,1
111403,0
111407,0
111411,0
111413,0
111415,0
111431,0
111451,0
111454,0
111465,0
111470,0
111485,0
111493,1
111505,0
111507,0
111521,0
111526,0
111527,0
111531,0
111535,0
111536,0
111545,1
111546,0
111555,0
111556,0
111562,0
111564,0
111565,0
111570,0
111576,0
111578,0
111581,0
111586,0
111590,0
111591,0
111595,0
111600,0
111603,0
111611,0
111616,0
111621,0
111625,0
111628,0
111631,0
111633,0
111634,0
111647,0
111650,0
111660,0
111661,0
111668,1
111678,0
111704,0
111714,0
111722,0
111723,0
111726,0
111735,0
111737,0
111740,0
111751,1
111756,0
111762,1
111765,0
111769,0
111779,0
111783,0
111788,0
111792,0
111794,0
111795,0
111798,0
111799,0
111826,0
111827,0
111828,0
111838,0
111844,0
111851,0
111862,0
111879,0
111884,0
111888,1
111903,0
111908,0
111916,0
111919,0
111922,0
111924,0
111962,1
111968,0
111972,0
111980,0
111982,0
111984,0
111991,1
112007,0
112018,0
112022,0
112025,0
112034,0
112036,0
112050,0
112051,0
112060,0
112062,0
112090,0
112103,0
112109,0
112115,1
112117,0
112120,0
112121,0
112123,0
112150,0
112162,0
112172,0
112183,0
112197,0
112205,0
112212,0
112217,1
112228,0
112240,0
112244,0
112247,1
112251,0
112268,0
112273,0
112281,1
112282,0
112286,0
112296,0
112305,0
112328,0
112338,0
112364,0
112386,0
112406,0
112408,0
112418,0
112426,0
112432,0
112435,0
112436,0
112439,0
112440,0
112441,0
112445,0
112447,0
112450,0
112453,0
112458,0
112472,0
112473,0
112474,0
112487,0
112489,1
112490,0
112494,0
112503,1
112504,0
112508,0
112515,1
112516,0
112528,0
112530,0
112533,0
112571,0
112575,0
112576,0
112581,0
112586,0
112605,0
112607,1
112612,0
112627,0
112633,0
112639,0
112644,0
112645,0
112650,0
112651,0
112666,0
112669,0
112671,0
112673,0
112675,0
112681,0
112698,0
112699,0
112701,0
112716,0
112734,1
112744,0
112762,0
112764,0
112774,0
112784,0
112786,0
112789,0
112797,0
112799,0
112800,0
112804,1
112812,1
112814,0
112816,0
112827,0
112834,0
112859,0
112866,0
112870,0
112876,0
112883,0
112897,0
112898,0
112906,0
112913,0
112918,1
112935,0
112945,0
112953,0
112954,0
112956,0
112965,0
112972,0
112997,0
112998,0
113024,0
113030,0
113033,1
113036,0
113037,0
113039,0
113044,1
113053,0
113057,0
113062,0
113063,1
113088,0
113091,0
113093,0
113094,0
113100,0
113101,0
113103,0
113107,0
113113,0
113118,0
113122,1
113135,0
113138,0
113141,0
113144,0
113160,0
113163,0
113192,0
113195,0
113196,0
113202,0
113204,0
113211,0
113214,0
113216,0
113221,0
113241,0
113255,0
113256,0
113261,0
113262,0
113266,0
113267,0
113273,0
113274,0
113278,0
113303,0
113310,0
113313,0
113321,0
113323,0
113324,0
113334,1
113339,0
113342,0
113358,0
113371,0
113384,0
113386,0
113387,0
113394,1
113424,0
113443,1
113453,0
113463,0
113469,0
113473,0
113479,0
113481,0
113491,1
113498,0
113500,0
113504,0
113517,1
113519,0
113537,0
113553,0
113554,0
113568,0
113570,0
113575,0
113590,0
113591,0
113592,0
113604,0
113606,0
113615,0
113619,0
113621,0
113634,0
113638,0
113639,0
113640,0
113647,0
113651,0
113656,0
113663,0
113667,0
113684,0
113685,0
113686,0
113688,1
113700,0
113714,0
113720,0
113734,1
113739,0
113741,0
113750,0
113754,0
113763,0
113765,0
113768,1
113770,0
113772,0
113773,0
113779,0
113780,0
113782,0
113790,0
113798,0
113800,0
113837,0
113840,0
113846,0
113852,0
113854,0
113856,0
113860,1
113876,0
113884,0
113890,0
113892,0
113910,0
113913,0
113917,0
113921,0
113927,0
113935,0
113953,0
113964,0
113970,0
113983,0
113988,0
113990,0
113991,0
114006,0
114020,0
114027,0
114029,1
114033,0
114036,0
114040,0
114041,0
114051,0
114052,0
114053,0
114066,1
114069,0
114070,0
114080,0
114081,0
114086,0
114092,0
114097,0
114104,0
114107,0
114108,0
114123,0
114140,0
114142,0
114156,0
114161,0
114175,0
114181,0
114195,0
114203,0
114212,0
114237,0
114242,0
114244,0
114259,0
114262,0
114263,0
114264,0
114286,0
114294,0
114299,0
114300,0
114301,0
114311,0
114313,0
114329,0
114330,0
114350,0
114368,0
114375,0
114379,0
114386,0
114389,0
114395,0
114402,0
114416,0
114419,0
114420,0
114423,0
114424,0
114426,0
114432,0
114433,0
114435,0
114436,0
114444,0
114449,0
114450,0
114457,0
114472,0
114483,0
114484,0
114499,0
114509,0
114520,0
114523,0
114528,0
114541,0
114543,0
114568,0
114574,0
114575,0
114579,0
114588,0
114596,0
114606,0
114611,0
114613,0
114616,0
114640,0
114642,0
114648,0
114649,0
114663,0
114679,0
114693,0
114694,0
114695,0
114701,0
114704,0
114705,0
114728,0
114747,0
114750,0
114779,0
114795,0
114809,0
114811,0
114814,0
114818,0
114821,1
114831,0
114834,0
114841,0
114851,0
114854,0
114872,0
114874,0
114876,0
114880,0
114881,0
114883,0
114886,0
114916,0
114921,1
114925,0
114927,0
114934,0
114948,0
114952,0
114968,0
114979,0
114996,0
114997,0
115000,0
115001,0
115008,0
115013,0
115020,0
115025,0
115043,0
115050,0
115052,0
115058,0
115067,0
115072,0
115075,0
115077,0
115108,0
115118,0
115125,0
115127,0
115128,0
115133,0
115138,0
115145,0
115156,0
115160,0
115165,0
115170,0
115174,0
115178,0
115180,0
115193,0
115203,0
115208,0
115211,0
115213,0
115225,0
115228,0
115229,0
115234,0
115239,0
115242,0
115248,0
115256,0
115266,1
115280,0
115281,0
115283,1
115285,0
115287,0
115288,0
115292,1
115307,0
115313,0
115321,0
115326,0
115331,0
115346,0
115347,0
115371,0
115377,1
115387,0
115393,0
115399,0
115414,0
115418,0
115422,0
115435,0
115448,0
115465,0
115486,0
115503,0
115505,0
115507,0
115508,0
115509,0
115514,1
115526,0
115529,0
115533,0
115537,0
115547,0
115548,0
115549,0
115554,0
115559,0
115562,0
115566,0
115593,1
115601,0
115605,0
115606,0
115617,0
115620,0
115626,0
115630,0
115648,0
115656,0
115660,0
115666,0
115667,0
115685,0
115700,0
115701,0
115702,0
115710,0
115716,0
115721,0
115755,0
115762,1
115763,0
115767,0
115768,0
115776,0
115787,0
115791,0
115815,0
115830,0
115838,0
115842,0
115843,0
115850,0
115864,0
115866,0
115886,0
115907,0
115911,1
115918,0
115930,0
115935,0
115943,0
115946,0
115950,1
115964,0
115965,0
115973,0
115979,1
115981,0
115987,0
115991,0
115998,0
116022,0
116032,0
116034,0
116036,0
116044,0
116045,0
116048,0
116049,0
116050,1
116057,0
116058,0
116059,1
116072,0
116082,0
116085,0
116094,0
116101,0
116104,0
116108,0
116127,0
116137,0
116151,0
116158,0
116161,0
116162,0
116170,0
116172,0
116176,0
116188,0
116192,0
116195,0
116202,0
116205,1
116216,0
116233,0
116234,0
116235,1
116246,0
116263,0
116268,0
116269,0
116275,0
116278,0
116286,0
116293,0
116298,0
116300,0
116321,0
116353,0
116355,0
116366,0
116370,0
116373,0
116374,0
116378,0
116384,0
116394,0
116399,0
116403,0
116413,0
116416,0
116418,0
116423,0
116442,0
116447,0
116454,0
116459,0
116472,0
116496,0
116500,0
116501,0
116506,0
116515,0
116516,1
116518,0
116526,0
116529,0
116532,0
116543,0
116545,0
116547,0
116548,0
116549,0
116551,0
116557,0
116561,0
116577,0
116588,0
116593,0
116605,0
116606,0
116621,0
116622,0
116641,0
116658,0
116674,0
116688,0
116695,0
116698,0
116708,1
116709,1
116714,1
116723,0
116727,0
116735,0
116736,0
116739,0
116748,0
116752,0
116756,0
116784,0
116785,0
116786,0
116795,0
116796,1
116807,1
116808,0
116812,0
116814,0
116835,0
116844,0
116850,0
116852,0
116874,0
116875,0
116876,0
116877,1
116881,0
116885,0
116890,0
116912,0
116935,0
116940,0
116942,0
116977,0
116978,0
116979,0
116995,0
117000,0
117004,0
117009,0
117018,0
117027,0
117029,0
117034,0
117035,0
117041,0
117049,0
117053,0
117074,0
117085,0
117096,0
117114,0
117117,0
117132,0
117145,0
117152,0
117154,0
117159,0
117164,0
117169,0
117181,0
117190,0
117198,0
117201,1
117214,0
117222,0
117227,0
117233,0
117234,0
117237,0
117240,0
117253,0
117261,0
117276,0
117288,0
117296,0
117297,0
117300,0
117303,0
117304,0
117310,0
117311,0
117331,1
117358,0
117381,0
117383,0
117397,0
117403,0
117416,0
117423,0
117431,0
117441,0
117442,0
117447,0
117456,0
117460,0
117466,0
117473,0
117486,0
117487,0
117492,0
117511,0
117512,0
117515,0
117519,0
117521,0
117534,0
117536,0
117566,0
117575,0
117590,0
117591,0
117594,1
117601,1
117602,0
117609,0
117638,0
117642,0
117651,0
117663,0
117665,0
117678,1
117691,1
117706,0
117714,0
117718,0
117722,0
117723,0
117733,0
117743,0
117760,0
117764,0
117788,0
117797,0
117819,0
117828,0
117832,0
117842,1
117846,0
117849,0
117858,0
117862,0
117867,0
117881,0
117887,0
117894,0
117905,0
117913,0
117926,0
117939,0
117971,0
117976,0
117979,0
118003,0
118019,0
118021,0
118023,0
118027,0
118036,0
118038,0
118042,0
118046,0
118059,0
118065,0
118068,1
118074,0
118076,0
118079,0
118093,0
118096,0
118103,0
118114,0
118132,0
118134,0
118135,0
118138,0
118140,0
118173,0
118182,0
118195,1
118199,1
118200,0
118212,0
118218,0
118220,1
118226,0
118228,0
118230,0
118235,0
118238,0
118242,0
118243,0
118244,0
118252,0
118254,0
118255,0
118266,1
118282,1
118283,0
118285,0
118307,0
118320,0
118323,0
118329,0
118332,0
118334,1
118350,0
118356,0
118362,1
118375,1
118377,0
118388,0
118391,0
118399,0
118401,1
118405,1
118408,0
118416,0
118426,0
118436,0
118446,0
118451,0
118457,0
118464,1
118466,0
118471,0
118479,0
118481,0
118511,0
118512,0
118523,0
118541,0
118542,0
118547,0
118563,0
118574,0
118577,0
118598,0
118600,0
118603,0
118605,0
118607,0
118609,0
118625,0
118629,1
118633,0
118636,0
118653,0
118665,0
118667,0
118670,0
118673,0
118676,0
118677,0
118684,0
118686,0
118694,1
118705,0
118711,0
118719,0
118746,0
118768,0
118775,0
118777,0
118778,0
118782,0
118785,0
118787,0
118790,0
118794,0
118796,0
118802,0
118810,0
118812,0
118813,0
118814,0
118819,0
118827,0
118828,0
118829,0
118830,0
118834,0
118835,0
118844,0
118854,0
118862,0
118863,0
118864,0
118869,0
118873,0
118877,0
118880,1
118890,0
118891,0
118893,0
118904,0
118912,0
118917,0
118921,0
118940,0
118944,0
118958,1
118969,0
118979,0
118980,0
118981,0
118983,0
118998,0
119000,0
119004,0
119005,1
119024,0
119027,0
119031,0
119035,0
119037,0
119044,0
119058,0
119059,0
119066,0
119067,0
119077,0
119100,0
119102,0
119114,0
119129,0
119157,0
119167,0
119178,0
119181,0
119185,0
119192,0
119194,0
119201,0
119210,0
119216,0
119229,0
119233,0
119239,0
119243,0
119248,0
119253,0
119260,0
119264,1
119273,1
119275,0
119282,0
119288,0
119289,0
119290,0
119298,0
119310,0
119315,0
119330,0
119347,0
119359,0
119363,0
119364,0
119365,0
119386,0
119417,0
119427,0
119439,0
119442,0
119443,0
119447,0
119448,0
119452,0
119460,0
119462,1
119467,0
119479,1
119480,1
119484,0
119485,0
119487,0
119490,0
119498,0
119499,0
119502,0
119507,0
119514,0
119523,0
119526,0
119532,0
119537,0
119541,0
119542,0
119545,0
119548,0
119564,0
119567,0
119569,0
119570,0
119571,0
119591,0
119598,1
119613,1
119623,0
119625,0
119636,0
119639,0
119640,0
119643,0
119647,0
119649,0
119651,0
119660,0
119669,0
119680,0
119693,0
119695,0
119696,0
119699,0
119701,0
119706,1
119717,0
119746,0
119750,0
119765,0
119767,0
119780,0
119783,0
119785,0
119790,0
119804,0
119809,0
119823,1
119825,0
119826,0
119847,0
119848,0
119850,0
119854,0
119858,0
119870,1
119872,0
119885,0
119887,0
119899,0
119901,0
119927,0
119930,0
119937,0
119946,0
119951,0
119952,0
119962,0
119968,0
119988,0
119996,0
120007,0
120010,0
120017,0
120021,0
120027,0
120041,0
120042,0
120048,0
120062,0
120066,0
120090,0
120096,0
120123,0
120137,0
120147,1
120162,0
120168,0
120172,0
120173,0
120175,0
120184,0
120187,0
120196,0
120210,0
120219,0
120222,0
120231,0
120237,0
120238,0
120239,1
120247,0
120249,0
120255,0
120257,0
120269,0
120275,1
120295,0
120303,0
120307,0
120310,0
120317,0
120321,0
120323,0
120330,0
120334,0
120336,0
120342,0
120344,1
120346,0
120357,0
120368,0
120370,0
120372,0
120375,0
120376,0
120377,0
120381,0
120384,0
120386,0
120434,0
120450,0
120451,0
120456,0
120487,0
120494,0
120499,0
120501,0
120502,0
120529,0
120543,0
120564,0
120569,0
120575,0
120600,0
120612,0
120628,0
120630,0
120631,0
120645,0
120653,0
120657,0
120670,0
120672,0
120677,0
120693,0
120695,0
120701,0
120707,0
120719,0
120722,0
120735,1
120745,0
120747,0
120792,0
120802,0
120821,0
