feature,count,missing,missing_pct,n_unique,mean,std,min,p1,p5,q1_p25,p25,q2_p50_median,p50,median,q3_p75,p75,p95,p99,max,range,iqr_q3_minus_q1,skewness,kurtosis,outlier_count_iqr,outlier_pct_iqr,distribution_shape
BUREAU_AMT_CREDIT_SUM_MAX,307511,0,0.0,65160,836286.6146167454,1962377.2420180696,0.0,0.0,0.0,99331.6725,99331.6725,324000.0,324000.0,324000.0,900000.0,900000.0,3150000.0,8100000.0,396000000.0,396000000.0,800668.3275,40.9415,6066.2633,28481,9.262,lệch phải mạnh
APP_PROPERTY_MISSING_COUNT,307511,0,0.0,19,10.350094793356986,7.934029211785655,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,-0.2402,-1.736,0,0.0,gần đối xứng
APP_PROPERTY_MISSING_RATIO,307511,0,0.0,19,0.5750052662976103,0.4407794006547586,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.2402,-1.736,0,0.0,gần đối xứng
APP_AGE_YEARS,307511,0,0.0,17460,43.906899566990106,11.947949710569638,20.503764544832308,22.622861054072555,25.75496235455168,33.98494182067078,33.98494182067078,43.1211498973306,43.1211498973306,43.1211498973306,53.88637919233402,53.88637919233402,63.52908966461328,66.85557837097878,69.07323750855578,48.56947296372347,19.90143737166324,0.1157,-1.0491,0,0.0,gần đối xứng
APP_REGISTRATION_YEARS,307511,0,0.0,15688,13.651253463486432,9.645137086825658,-0.0,0.136892539356605,0.9034907597535934,5.503080082135524,5.503080082135524,12.331279945242985,12.331279945242985,12.331279945242985,20.477754962354556,20.477754962354556,31.255304585900067,37.99863107460644,67.5482546201232,67.5482546201232,14.974674880219029,0.5909,-0.3213,659,0.214,lệch phải vừa
APP_LAST_PHONE_CHANGE_YEARS,307510,1,0.0,3773,2.6361636915320648,2.2636782670517634,-0.0,0.0,0.0,0.7501711156741958,0.7501711156741958,2.0725530458590007,2.0725530458590007,2.0725530458590007,4.298425735797399,4.298425735797399,6.90485968514716,8.621492128678987,11.75085557837098,11.75085557837098,3.548254620123203,0.7136,-0.3086,435,0.141,lệch phải vừa
APP_ID_PUBLISH_YEARS,307511,0,0.0,6168,8.197679324431038,4.132650017804307,0.0,0.1670088980150581,1.026694045174538,4.709103353867215,4.709103353867215,8.908966461327857,8.908966461327857,8.908966461327857,11.770020533880905,11.770020533880905,13.535934291581109,14.913073237508556,19.704312114989733,19.704312114989733,7.060917180013689,-0.3493,-1.1068,0,0.0,gần đối xứng
APP_CREDIT_INCOME_RATIO,307511,0,0.0,48697,3.957570238062716,2.6897281854524797,0.0048076153846153,0.595365054945055,1.0,2.018666666666667,2.018666666666667,3.265066666666667,3.265066666666667,3.265066666666667,5.15988,5.15988,9.156738636363634,13.027280298009485,84.73684210526316,84.73203448987854,3.1412133333333334,1.836,8.3718,11510,3.743,lệch phải mạnh
DAYS_LAST_PHONE_CHANGE,307510,1,0.0,3773,-962.8587883320868,826.8084870406566,-4292.0,-3149.0,-2522.0,-1570.0,-1570.0,-757.0,-757.0,-757.0,-274.0,-274.0,0.0,0.0,0.0,4292.0,1296.0,-0.7136,-0.3086,435,0.141,lệch trái vừa
BUREAU_AMT_DEBT_SUM,307511,0,0.0,154999,548941.58833604,1529047.3370801236,-6981558.210000001,0.0,0.0,0.0,0.0,87583.5,87583.5,87583.5,534856.5,534856.5,2387406.8025,6525862.200000009,334498331.20500004,341479889.415,534856.5,40.8495,7522.7497,33062,10.751,lệch phải mạnh
BUREAU_AMT_OVERDUE_SUM,307511,0,0.0,1218,191.10711979408867,15271.025150478996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3756681.0,3756681.0,0.0,164.8328,32899.0285,3334,1.084,lệch phải mạnh
BUREAU_CREDIT_PROLONG_SUM,307511,0,0.0,10,0.0346816861835836,0.2292341036086618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,9.0969,121.5496,8508,2.767,lệch phải mạnh
BUREAU_DEBT_TO_CREDIT_SUM_RATIO,307511,0,0.0,184777,0.2408836154543324,0.4287282863117662,-175.28923076923076,0.0,0.0,0.0,0.0,0.1200456570155902,0.1200456570155902,0.1200456570155902,0.4308114275876881,0.4308114275876881,0.8297189738075605,0.9850297109555652,7.7891,183.07833076923075,0.4308114275876881,-222.7999,91373.7565,601,0.195,lệch trái mạnh
BB_OVERDUE_MONTH_COUNT,307511,0,0.0,162,0.7196945800312834,4.727722083420482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,396.0,396.0,0.0,20.4629,802.8676,31052,10.098,lệch phải mạnh
BB_BAD_STATUS_MONTH_COUNT,307511,0,0.0,132,0.1317936594138095,2.817279605754463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,346.0,0.0,43.8341,2974.3942,2206,0.717,lệch phải mạnh
BB_MONTH_COUNT,307511,0,0.0,1102,47.80841010565476,113.73534690215818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,285.0,540.0,2657.0,2657.0,29.0,3.64,18.4618,58406,18.993,lệch phải mạnh
PREV_AMT_CREDIT_SUM,307511,0,0.0,194245,902685.6650556728,1462142.0244566707,0.0,0.0,0.0,130918.5,130918.5,383778.0,383778.0,383778.0,1090626.75,1090626.75,3404713.5,6811384.950000031,41461128.0,41461128.0,959708.25,5.077,50.9756,26567,8.639,lệch phải mạnh
PREV_ZERO_CREDIT_COUNT,307511,0,0.0,44,0.8994084764447451,1.7621866953336611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,8.0,59.0,59.0,1.0,4.2611,44.6104,37008,12.035,lệch phải mạnh
PREV_AMT_APPLICATION_SUM,307511,0,0.0,175559,805636.3631633829,1323039.7219801864,0.0,0.0,0.0,124087.5,124087.5,343098.0,343098.0,343098.0,949500.0,949500.0,3058587.45,6187473.409500007,37973713.5,37973713.5,825412.5,5.2656,55.1195,27804,9.042,lệch phải mạnh
CC_NEGATIVE_BALANCE_MONTH_COUNT,307511,0,0.0,9,0.0063965191489084,0.1904044092237599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,35.8785,1379.5382,547,0.178,lệch phải mạnh
CC_AMT_BALANCE_SUM,307511,0,0.0,58810,620096.8742995698,1998104.121856956,-126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4497766.875,10590400.48050002,29980484.415000003,30106484.415000003,0.0,4.5084,24.1333,59600,19.381,lệch phải mạnh
CC_COMPLETED_MONTH_COUNT,307511,0,0.0,40,0.3252924285635311,2.4582082477426157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,45.0,45.0,0.0,9.5249,96.027,10608,3.45,lệch phải mạnh
CC_ACTIVE_MONTH_COUNT,307511,0,0.0,103,10.135159392672133,23.72139388581118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,82.0,96.0,178.0,178.0,6.0,2.6417,5.8388,50885,16.547,lệch phải mạnh
CC_MONTH_COUNT,307511,0,0.0,129,10.49707164946945,24.507862402587172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,86.0,96.0,192.0,192.0,7.0,2.6178,5.6475,48621,15.811,lệch phải mạnh
CC_PREV_COUNT,307511,0,0.0,5,0.2843865747891945,0.4550913575043119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0145,-0.7934,4,0.001,lệch phải mạnh
INST_PAYMENT_COUNT,307511,0,0.0,320,37.69488571140545,40.63635711265469,0.0,0.0,0.0,11.0,11.0,23.0,23.0,23.0,48.0,48.0,128.0,185.0,372.0,372.0,37.0,1.9983,4.4716,26330,8.562,lệch phải mạnh
INST_PREV_COUNT,307511,0,0.0,26,2.775003170618287,2.090419490196492,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,7.0,10.0,26.0,26.0,3.0,1.5365,3.8318,5980,1.945,lệch phải mạnh
INST_LATE_PAYMENT_COUNT,307511,0,0.0,102,3.2311982335591245,6.275392884361928,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,15.0,30.0,159.0,159.0,4.0,3.9062,25.0426,28078,9.131,lệch phải mạnh
POS_COMPLETED_MONTH_COUNT,307511,0,0.0,47,2.064550536403576,3.0866907558038235,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,8.0,85.0,85.0,2.0,11.5389,186.1438,8043,2.616,lệch phải mạnh
POS_DPD_DEF_MONTH_COUNT,307511,0,0.0,62,0.3222974137510528,1.5277846888511677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,120.0,120.0,0.0,25.6876,1353.3063,39890,12.972,lệch phải mạnh
POS_FUTURE_GT_TOTAL_COUNT,307511,0,0.0,11,0.0209098211120903,0.2385796769817251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,16.7935,372.2798,3497,1.137,lệch phải mạnh
POS_DEMAND_MONTH_COUNT,307511,0,0.0,53,0.0198692079307732,1.0191758378421096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,134.0,0.0,66.6311,5176.8892,312,0.101,lệch phải mạnh
POS_DPD_MONTH_COUNT,307511,0,0.0,103,0.8425942486610235,4.736890871035625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,120.0,120.0,0.0,13.2159,213.1319,54683,17.782,lệch phải mạnh
POS_ACTIVE_MONTH_COUNT,307511,0,0.0,212,25.425357141695745,22.749737847461667,0.0,0.0,0.0,10.0,10.0,19.0,19.0,19.0,35.0,35.0,71.0,105.0,271.0,271.0,25.0,1.781,4.5254,14469,4.705,lệch phải mạnh
PREV_DAYS_TERMINATION_365243_FLAG_COUNT,307511,0,0.0,6,0.6308717411734864,0.7437924134320187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,0.9776,0.4582,4463,1.451,lệch phải vừa
POS_PREV_COUNT,307511,0,0.0,26,2.602628849049302,2.012463874123048,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,9.0,26.0,26.0,2.0,1.6441,4.4349,15217,4.948,lệch phải mạnh
POS_MONTH_COUNT,307511,0,0.0,228,27.782339493546573,24.58015423221908,0.0,0.0,0.0,11.0,11.0,21.0,21.0,21.0,38.0,38.0,77.0,114.0,295.0,295.0,27.0,1.7784,4.4706,14740,4.793,lệch phải mạnh
PREV_DAYS_FIRST_DRAWING_365243_FLAG_COUNT,307511,0,0.0,25,2.598586717223124,2.0086063613289795,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,6.0,9.0,25.0,25.0,3.0,1.5611,3.9617,4843,1.575,lệch phải mạnh
PREV_DAYS_FIRST_DUE_365243_FLAG_COUNT,307511,0,0.0,5,0.1104415776996595,0.3230350964920393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,2.7669,6.8131,33044,10.746,lệch phải mạnh
PREV_DAYS_LAST_DUE_1ST_VERSION_365243_FLAG_COUNT,307511,0,0.0,5,0.2572233188406268,0.4401291590411163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.1591,-0.5018,4,0.001,lệch phải mạnh
PREV_DAYS_LAST_DUE_365243_FLAG_COUNT,307511,0,0.0,6,0.5879204321146235,0.7308472594309827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0666,0.644,4043,1.315,lệch phải mạnh
CC_DRAWINGS_CURRENT_SUM,307511,0,0.0,40377,78665.93197506755,267722.12285773817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499437.5175,1181171.2050000038,18469299.195,18469299.195,0.0,10.3349,297.6942,59636,19.393,lệch phải mạnh
CC_PAYMENT_CURRENT_SUM,307511,0,0.0,54228,86829.3888698453,285347.25866221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586691.46,1275199.150500008,19347594.795,19347594.795,0.0,9.0201,232.6181,60931,19.814,lệch phải mạnh
CC_DPD_DEF_MONTH_COUNT,307511,0,0.0,64,0.2547583663673819,1.842104700574892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,94.0,94.0,0.0,13.6939,298.0261,14842,4.826,lệch phải mạnh
INST_UNDERPAYMENT_COUNT,307511,0,0.0,126,3.641824194906849,7.853042440720183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,18.0,38.0,154.0,154.0,4.0,4.1061,25.804,32824,10.674,lệch phải mạnh
INST_PAYMENT_MISSING_COUNT,307511,0,0.0,27,0.0083996995229438,0.2657989770708972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,104.9169,16181.4724,1075,0.35,lệch phải mạnh
INST_DAYS_LATE_POSITIVE_SUM,307511,0,0.0,2077,40.43435194188175,328.4002415915308,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,19.0,158.0,584.9000000000233,82957.0,82957.0,19.0,104.6764,19302.7633,44786,14.564,lệch phải mạnh
INST_AMT_PAYMENT_SUM,307511,0,0.0,287364,643569.4045556257,904757.8156460936,0.0,0.0,0.0,111472.5375,111472.5375,289330.02,289330.02,289330.02,786505.1625000001,786505.1625000001,2530560.825,4288189.018500021,25537053.78,25537053.78,675032.6250000001,2.9713,14.2348,29133,9.474,lệch phải mạnh
INST_AMT_INSTALMENT_SUM,307511,0,0.0,287801,637718.256407722,869896.0514612475,0.0,0.0,0.0,114704.505,114704.505,298091.745,298091.745,298091.745,796416.9075,796416.9075,2446993.1925,4112812.863000008,23274726.93,23274726.93,681712.4025,2.8553,13.0053,27537,8.955,lệch phải mạnh
CC_ZERO_LIMIT_MONTH_COUNT,307511,0,0.0,78,2.0472828614260954,10.218391255177638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,66.0,89.0,89.0,0.0,5.7879,33.0517,21644,7.038,lệch phải mạnh
CC_UTILIZATION_GT_1_MONTH_COUNT,307511,0,0.0,86,0.9423792970007576,4.151142735764945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,92.0,92.0,0.0,7.5311,75.2783,37580,12.221,lệch phải mạnh
CC_DPD_MONTH_COUNT,307511,0,0.0,91,0.4361567553681006,3.388240565920279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,94.0,94.0,0.0,13.2605,211.9823,17882,5.815,lệch phải mạnh
CNT_FAM_MEMBERS,307509,2,0.001,17,2.152665450442101,0.9106815691792972,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,20.0,19.0,1.0,0.9875,2.802,4007,1.303,lệch phải vừa
APP_CHILDREN_RATIO,307509,2,0.001,17,0.1255024941660942,0.1995783297112776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.95,0.95,0.3333333333333333,1.1379,-0.305,19,0.006,lệch phải mạnh
APP_INCOME_PER_PERSON,307509,2,0.001,3064,93105.8796453531,101373.36339391574,2812.5,18000.0,27000.0,47250.0,47250.0,75000.0,75000.0,75000.0,112500.0,112500.0,225000.0,337500.0,39000000.0,38997187.5,65250.0,187.3673,70684.1652,17410,5.662,lệch phải mạnh
AMT_ANNUITY,307499,12,0.004,13672,27108.573909183444,14493.737315118336,1615.5,6182.91,9000.0,16524.0,16524.0,24903.0,24903.0,24903.0,34596.0,34596.0,53325.0,70006.5,258025.5,256410.0,18072.0,1.5798,7.7073,7504,2.44,lệch phải mạnh
APP_ANNUITY_INCOME_RATIO,307499,12,0.004,88811,0.1809300109358666,0.0945738010908365,0.0002238846153846,0.0394736390977443,0.0626333333333333,0.1147818181818181,0.1147818181818181,0.1628333333333333,0.1628333333333333,0.1628333333333333,0.2290666666666666,0.2290666666666666,0.3546666666666667,0.4834584545454581,1.8759649122807016,1.875741027665317,0.1142848484848485,1.512,5.4515,7878,2.562,lệch phải mạnh
APP_GOODS_CREDIT_RATIO,307233,278,0.09,3066,0.9006892906928781,0.0966303637471155,0.1666666666666666,0.6778741865509761,0.7163323782234957,0.8347245409015025,0.8347245409015025,0.8938148015731141,0.8938148015731141,0.8938148015731141,1.0,1.0,1.0,1.0,6.666666666666667,6.5,0.1652754590984975,2.6669,120.1641,244,0.079,lệch phải mạnh
AMT_GOODS_PRICE,307233,278,0.09,1002,538396.2074288895,369446.4605400576,40500.0,67500.0,135000.0,238500.0,238500.0,450000.0,450000.0,450000.0,679500.0,679500.0,1305000.0,1800000.0,4050000.0,4009500.0,441000.0,1.349,2.4319,14728,4.794,lệch phải mạnh
EXT_SOURCE_2,306851,660,0.215,119831,0.5143926741308464,0.1910601549849365,8.173616518884397e-08,0.0294766996211982,0.1332991460331683,0.3924574161782719,0.3924574161782719,0.5659614260608526,0.5659614260608526,0.5659614260608526,0.6636170897493769,0.6636170897493769,0.7477341421710526,0.7827928199705348,0.8549996664047012,0.854999584668536,0.271159673571105,-0.7936,-0.2691,0,0.0,lệch trái vừa
DEF_30_CNT_SOCIAL_CIRCLE,306490,1021,0.332,10,0.1434206662533851,0.4466984293815287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,34.0,34.0,0.0,5.1835,126.3124,35166,11.474,lệch phải mạnh
OBS_60_CNT_SOCIAL_CIRCLE,306490,1021,0.332,33,1.4052921791901856,2.3798033519793806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,10.0,344.0,344.0,2.0,12.0708,1409.7046,19564,6.383,lệch phải mạnh
OBS_30_CNT_SOCIAL_CIRCLE,306490,1021,0.332,33,1.4222454239942577,2.400988746109008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,10.0,348.0,348.0,2.0,12.1396,1424.8156,19971,6.516,lệch phải mạnh
DEF_60_CNT_SOCIAL_CIRCLE,306490,1021,0.332,9,0.100048941237887,0.3622908039755738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,24.0,24.0,0.0,5.2779,86.5629,25769,8.408,lệch phải mạnh
INST_LATE_PAYMENT_RATE,291643,15868,5.16,4972,0.0757919549394263,0.116029668965055,0.0,0.0,0.0,0.0,0.0,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.1111111111111111,0.1111111111111111,0.3291139240506329,0.5,1.0,1.0,0.1111111111111111,2.1673,5.9562,21423,7.346,lệch phải mạnh
INST_UNDERPAYMENT_RATE,291643,15868,5.16,4892,0.0839829690417193,0.1499873411228206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109090909090909,0.109090909090909,0.4210526315789473,0.6666666666666666,1.0,1.0,0.109090909090909,2.3848,6.11,32171,11.031,lệch phải mạnh
INST_AMT_INSTALMENT_MEAN,291643,15868,5.16,288020,18392.6114987398,23337.97227908364,0.0,2426.0475867809737,4010.742551785714,7799.513275862068,7799.513275862068,12572.652,12572.652,12572.652,21376.13586805556,21376.13586805556,50687.889520559205,95971.21663500032,2504589.66,2504589.66,13576.62259219349,18.638,1117.1087,22250,7.629,lệch phải mạnh
INST_TOTAL_PAYMENT_RATIO,291640,15871,5.161,142355,0.9918214642020684,0.1362478353301255,0.0,0.655657967608923,0.7996599763392863,0.961237986516146,0.961237986516146,1.0,1.0,1.0,1.0,1.0,1.2243287702177428,1.580907829301773,5.48514101952473,5.48514101952473,0.0387620134838539,2.0866,14.4579,66307,22.736,lệch phải mạnh
INST_DAYS_LATE_POSITIVE_MEAN,291635,15876,5.163,23566,1.0660101588875572,9.10467381677396,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.5185185185185185,0.5185185185185185,3.6,14.270195652173552,1885.386363636364,1885.386363636364,0.5185185185185185,80.3208,11769.1,39297,13.475,lệch phải mạnh
INST_DAYS_LATE_POSITIVE_MAX,291635,15876,5.163,1642,18.37555506026369,110.65346188881298,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,9.0,35.0,357.0,2884.0,2884.0,9.0,13.2121,210.1663,34695,11.897,lệch phải mạnh
