feature,source_group,count,missing,missing_pct,mean,standard_error,median,mode,std,variance,kurtosis,skewness,range,min,max,sum,confidence_level_95,q1,q3,iqr
LIVE_REGION_NOT_WORK_REGION,application_raw,307511,0,0.0,0.04065870814377372,0.0003561506448555268,0.0,0.0,0.19749861882842365,0.03900570443913498,19.63769791769759,4.65162016908563,1.0,0.0,1.0,12503.0,0.0006980552639168324,0.0,0.0,0.0
REG_CITY_NOT_LIVE_CITY,application_raw,307511,0,0.0,0.07817281333025486,0.0004840865379483797,0.0,0.0,0.26844377237340455,0.07206205892606422,7.87712067120265,3.1427805268221376,1.0,0.0,1.0,24039.0,0.0009488096143788242,0.0,0.0,0.0
REG_CITY_NOT_WORK_CITY,application_raw,307511,0,0.0,0.23045354475124466,0.000759415567635262,0.0,0.0,0.4211238359138973,0.17734528517483508,-0.3612503173148438,1.2801375052075334,1.0,0.0,1.0,70867.0,0.0014884545125651133,0.0,0.0,0.0
LIVE_CITY_NOT_WORK_CITY,application_raw,307511,0,0.0,0.17955455252007246,0.0006921391951333107,0.0,0.0,0.38381661538559586,0.14731519424605444,0.7882204505656651,1.6697949946488255,1.0,0.0,1.0,55215.0,0.001356592822461289,0.0,0.0,0.0
EXT_SOURCE_1,application_raw,134133,173378,0.5638107254699832,0.5021298056566624,0.0005762922019978383,0.5059979305057544,0.5984686928074158,0.21106224927392495,0.044547273068568434,-0.9651552847611131,-0.06875505870176256,0.9481246381488605,0.0145681324124455,0.962692770561306,67352.1772221451,0.001129532715915763,0.3340072886740926,0.6750525982300696,0.341045309555977
EXT_SOURCE_2,application_raw,306851,660,0.0021462646864665006,0.5143926741308464,0.0003449104512142933,0.5659614260608526,0.2858978721410488,0.19106015498493653,0.036503982822867966,-0.26913082990260406,-0.793576044963703,0.854999584668536,8.173616518884397e-08,0.8549996664047012,157841.90644972437,0.0006760244843800148,0.3924574161782719,0.6636170897493769,0.27115967357110504
EXT_SOURCE_3,application_raw,246546,60965,0.19825307062186392,0.5108529061799657,0.00039240891794382074,0.5352762504724826,0.746300213050371,0.1948443644637488,0.03796432636328218,-0.6634630539622126,-0.40939045961602516,0.8954822842561297,0.0005272652387098,0.8960095494948396,125948.74060704582,0.0007691214791698887,0.3706496323299817,0.6690566947824041,0.29840706245242243
APARTMENTS_AVG,application_raw,151450,156061,0.5074972927797705,0.11744049917464511,0.00027813414849870593,0.0876,0.0825,0.1082402913003223,0.011715960660778627,11.393766789475988,2.641835785831277,1.0,0.0,1.0,17786.3636,0.0005451429310574636,0.0577,0.1485,0.09079999999999999
BASEMENTAREA_AVG,application_raw,127568,179943,0.5851595552679416,0.08844221905179982,0.00023081148215890615,0.0763,0.0,0.0824381587356851,0.006796050015730013,25.930120272778783,3.566306125866456,1.0,0.0,1.0,11282.396999999999,0.00045239050503145605,0.0442,0.1122,0.06799999999999999
YEARS_BEGINEXPLUATATION_AVG,application_raw,157504,150007,0.48781019215572774,0.9777348581623325,0.0001492268304102757,0.9816,0.9871,0.059223314358362825,0.0035074009635894642,248.17633676895156,-15.51526446627384,1.0,0.0,1.0,153997.15110000002,0.00029248458760414034,0.9767,0.9866,0.00990000000000002
YEARS_BUILD_AVG,application_raw,103023,204488,0.6649778381911542,0.7524714325927221,0.0003529277951285117,0.7552,0.8232,0.11327992663224716,0.0128323417778073,4.399757248829237,-0.9624852035905684,1.0,0.0,1.0,77521.8644,0.0006917384784518829,0.6872,0.8232,0.136
COMMONAREA_AVG,application_raw,92646,214865,0.6987229725115525,0.044620715411350736,0.0002498069225142682,0.0211,0.0,0.07603574505040936,0.00578143452537085,45.988016961984364,5.457305396120233,1.0,0.0,1.0,4133.9308,0.0004896215681279657,0.0078,0.0515,0.043699999999999996
ELEVATORS_AVG,application_raw,143620,163891,0.532959796560123,0.07894151232418885,0.0003551077560359384,0.0,0.0,0.13457600110034418,0.018110700072159834,7.869390118750006,2.439428668562437,1.0,0.0,1.0,11337.580000000002,0.0006960112018304393,0.0,0.12,0.12
ENTRANCES_AVG,application_raw,152683,154828,0.503487680115508,0.1497246700680495,0.00025604596372612364,0.1379,0.1379,0.10004912076035907,0.010009826564920912,11.593211697239813,2.3997166974042456,1.0,0.0,1.0,22860.4118,0.0005018500889032023,0.069,0.2069,0.1379
FLOORSMAX_AVG,application_raw,154491,153020,0.4976082156410665,0.22628190703665588,0.0003679924609805185,0.1667,0.1667,0.144640699548004,0.02092093196573596,2.4325451531731037,1.2264535560153553,1.0,0.0,1.0,34958.5181,0.0007212652235218162,0.1667,0.3333,0.1666
FLOORSMIN_AVG,application_raw,98869,208642,0.6784862980511266,0.23189350049054813,0.0005132399069319742,0.2083,0.2083,0.1613802888001374,0.026043597613215758,1.3382558174507482,0.9541972815367735,1.0,0.0,1.0,22927.078500000003,0.0010059502175866694,0.0833,0.375,0.2917
LANDAREA_AVG,application_raw,124921,182590,0.5937673774271489,0.06633318417239695,0.00022969460641404632,0.0481,0.0,0.08118364070179358,0.006590783517597916,34.7447905414457,4.45867664075008,1.0,0.0,1.0,8286.4077,0.0004502014285715308,0.0187,0.0856,0.06689999999999999
LIVINGAPARTMENTS_AVG,application_raw,97312,210199,0.6835495315614726,0.10077477495067412,0.00029676716038514833,0.0756,0.0504,0.0925761339604974,0.00857034057907196,16.490629995238653,3.042198061393282,1.0,0.0,1.0,9806.5949,0.0005816636343548907,0.0504,0.121,0.0706
LIVINGAREA_AVG,application_raw,153161,154350,0.5019332641759157,0.10739901933259771,0.00028251512314056394,0.0745,0.0,0.11056452318371336,0.01222451378684189,12.331174197844899,2.85473644632105,1.0,0.0,1.0,16449.3412,0.0005537296413555053,0.0453,0.1299,0.08459999999999998
NONLIVINGAPARTMENTS_AVG,application_raw,93997,213514,0.6943296337366793,0.008808672617211187,0.00015568600001559426,0.0,0.0,0.047731662050347935,0.0022783115620886255,284.73033647426774,15.54118547681355,1.0,0.0,1.0,827.9888,0.00030514456003056476,0.0,0.0039,0.0039
NONLIVINGAREA_AVG,application_raw,137829,169682,0.5517916432257708,0.02835775707579682,0.0001872661779427575,0.0036,0.0,0.06952318332123605,0.0048334730191181945,64.91241640797908,6.559011647197609,1.0,0.0,1.0,3908.5213,0.0003670417087678047,0.0,0.0277,0.0277
APARTMENTS_MODE,application_raw,151450,156061,0.5074972927797705,0.11423100693298119,0.00027735234230513023,0.084,0.084,0.10793603908753288,0.011650188533905426,11.746055625451124,2.7030516535894438,1.0,0.0,1.0,17300.286,0.0005436105909180552,0.0525,0.1439,0.09140000000000001
BASEMENTAREA_MODE,application_raw,127568,179943,0.5851595552679416,0.0875432122475856,0.00023604437904284966,0.0746,0.0,0.08430717486924559,0.007107699734433554,24.431186343864308,3.481532853157934,1.0,0.0,1.0,11167.7125,0.0004626469829239853,0.0407,0.1124,0.0717
YEARS_BEGINEXPLUATATION_MODE,application_raw,157504,150007,0.48781019215572774,0.9770653729429093,0.00016271274078934599,0.9816,0.9871,0.06457543708048016,0.004169987074135053,219.9627658043099,-14.755317839129784,1.0,0.0,1.0,153891.7045,0.00031891697194711815,0.9767,0.9866,0.00990000000000002
YEARS_BUILD_MODE,application_raw,103023,204488,0.6649778381911542,0.7596373227337585,0.0003430549723543564,0.7648,0.8301,0.11011102734194828,0.01212443834229928,4.76447370869437,-1.0023049025556345,1.0,0.0,1.0,78260.1159,0.0006723877458145386,0.6994,0.8236,0.12419999999999998
COMMONAREA_MODE,application_raw,92646,214865,0.6987229725115525,0.042553137750145714,0.0002445791392065744,0.019,0.0,0.07444452253839155,0.0055419869359690874,48.86099191069154,5.620589225272556,1.0,0.0,1.0,3942.378,0.0004793751128448858,0.0072,0.049,0.041800000000000004
ELEVATORS_MODE,application_raw,143620,163891,0.532959796560123,0.07448973610917699,0.00034898631395826083,0.0,0.0,0.13225614415050652,0.017491687665559558,8.59794286605391,2.5522810986823834,1.0,0.0,1.0,10698.2159,0.0006840131753581912,0.0,0.1208,0.1208
ENTRANCES_MODE,application_raw,152683,154828,0.503487680115508,0.14519265864569075,0.00025842056433039403,0.1379,0.1379,0.10097698816024665,0.010196352137914592,11.422457776502654,2.3923433156059972,1.0,0.0,1.0,22168.4507,0.0005065043060875722,0.069,0.2069,0.1379
FLOORSMAX_MODE,application_raw,154491,153020,0.4976082156410665,0.2223150474784939,0.00036562308094692823,0.1667,0.1667,0.14370940659531573,0.020652393543977778,2.535687486366016,1.244342500189543,1.0,0.0,1.0,34345.674,0.0007166212386559793,0.1667,0.3333,0.1666
FLOORSMIN_MODE,application_raw,98869,208642,0.6784862980511266,0.22805849255074895,0.0005125385927766778,0.2083,0.2083,0.16115977149547595,0.025972471948474025,1.3537255903892857,0.9638347550188309,1.0,0.0,1.0,22547.9151,0.0010045756418422885,0.0833,0.375,0.2917
LANDAREA_MODE,application_raw,124921,182590,0.5937673774271489,0.06495768445657656,0.0002312978048671408,0.0458,0.0,0.08175027780843543,0.006683107921756371,33.2732701030747,4.37702654968116,1.0,0.0,1.0,8114.5788999999995,0.000453343697539596,0.0166,0.0841,0.06749999999999999
LIVINGAPARTMENTS_MODE,application_raw,97312,210199,0.6835495315614726,0.10564485674942456,0.00031377095743502953,0.0771,0.0551,0.09788044657879372,0.00958058182246409,14.2249939441676,2.902671828936421,1.0,0.0,1.0,10280.512300000002,0.0006149910765726579,0.0542,0.1313,0.0771
LIVINGAREA_MODE,application_raw,153161,154350,0.5019332641759157,0.10597505043712172,0.0002857876844425252,0.0731,0.0,0.1118452658778338,0.012509363499283334,12.459061860591628,2.902491126966768,1.0,0.0,1.0,16231.2447,0.0005601438615073493,0.0427,0.1252,0.0825
NONLIVINGAPARTMENTS_MODE,application_raw,93997,213514,0.6943296337366793,0.008076387544283328,0.000150938946475895,0.0,0.0,0.046276266219835646,0.0021414928152491018,309.72694746131145,16.251819241589057,1.0,0.0,1.0,759.1562,0.00029584033509275423,0.0,0.0039,0.0039
NONLIVINGAREA_MODE,application_raw,137829,169682,0.5517916432257708,0.027022319685987707,0.00018923431063419294,0.0011,0.0,0.07025385904394456,0.004935604710566431,63.35707261365652,6.522450898549668,1.0,0.0,1.0,3724.4592999999995,0.00037089924884301813,0.0,0.0231,0.0231
APARTMENTS_MEDI,application_raw,151450,156061,0.5074972927797705,0.11784992076592933,0.0002802813432308758,0.0864,0.0833,0.10907590600115313,0.011897553269972395,11.242189573046485,2.6392555066479884,1.0,0.0,1.0,17848.370499999997,0.0005493514327325166,0.0583,0.1489,0.09060000000000001
BASEMENTAREA_MEDI,application_raw,127568,179943,0.5851595552679416,0.08795485466574689,0.00023008518468071497,0.0758,0.0,0.08217874951463416,0.006753346871788985,25.829760825461616,3.553039527166942,1.0,0.0,1.0,11220.2249,0.0004509669619742013,0.0437,0.1116,0.0679
YEARS_BEGINEXPLUATATION_MEDI,application_raw,157504,150007,0.48781019215572774,0.9777522640694839,0.0001509251396588141,0.9816,0.9871,0.05989731850511965,0.0035876887641037494,248.39652202991456,-15.573124273878925,1.0,0.0,1.0,153999.8926,0.0002958132737312756,0.9767,0.9866,0.00990000000000002
YEARS_BUILD_MEDI,application_raw,103023,204488,0.6649778381911542,0.7557462721916466,0.00034914672657991006,0.7585,0.8256,0.11206630964404388,0.01255885775723472,4.4688107032138475,-0.9627843224572193,1.0,0.0,1.0,77859.2482,0.0006843275840966237,0.6914,0.8256,0.13419999999999999
COMMONAREA_MEDI,application_raw,92646,214865,0.6987229725115525,0.04459510178529025,0.0002501634435871143,0.0208,0.0,0.07614426224091465,0.005797948672213182,45.26358611792786,5.419238452233025,1.0,0.0,1.0,4131.5578000000005,0.0004903203494307439,0.0079,0.0513,0.043399999999999994
ELEVATORS_MEDI,application_raw,143620,163891,0.532959796560123,0.07807784431137724,0.00035482052287602535,0.0,0.0,0.13446714769067492,0.01808141380806578,7.96397800494117,2.4578240835827048,1.0,0.0,1.0,11213.539999999999,0.0006954482248370097,0.0,0.12,0.12
ENTRANCES_MEDI,application_raw,152683,154828,0.503487680115508,0.1492127807286993,0.00025686304988471536,0.1379,0.1379,0.10036839449763228,0.010073814614032341,11.474066736834056,2.3877109978106597,1.0,0.0,1.0,22782.254999999997,0.0005034515777740421,0.069,0.2069,0.1379
FLOORSMAX_MEDI,application_raw,154491,153020,0.4976082156410665,0.22589659009262672,0.0003690771134404643,0.1667,0.1667,0.1450670259193514,0.02104444200908577,2.4685546507474028,1.2401854976388547,1.0,0.0,1.0,34898.990099999995,0.0007233911423433101,0.1667,0.3333,0.1666
FLOORSMIN_MEDI,application_raw,98869,208642,0.6784862980511266,0.23162493804933798,0.0005149994238116956,0.2083,0.2083,0.16193354145715616,0.02622247184885651,1.3465739325924195,0.9602264549841384,1.0,0.0,1.0,22900.525999999998,0.0010093988706709235,0.0833,0.375,0.2917
LANDAREA_MEDI,application_raw,124921,182590,0.5937673774271489,0.06716874904939922,0.00023247687493871015,0.0487,0.0,0.08216701028007203,0.006751417578365464,33.23797701470324,4.368292319180046,1.0,0.0,1.0,8390.7873,0.0004556546748798719,0.0187,0.0868,0.0681
LIVINGAPARTMENTS_MEDI,application_raw,97312,210199,0.6835495315614726,0.1019544732407103,0.00030018502589989986,0.0761,0.0513,0.09364233271153831,0.008768886475658438,15.69705309611517,2.988291444856162,1.0,0.0,1.0,9921.3937,0.0005883626507638037,0.0513,0.1231,0.0718
LIVINGAREA_MEDI,application_raw,153161,154350,0.5019332641759157,0.10860673604899419,0.00028684807649158463,0.0749,0.0,0.11226025867534761,0.012602365677855958,12.138561231946575,2.84893537121163,1.0,0.0,1.0,16634.3163,0.0005622222299235058,0.0457,0.1303,0.08460000000000001
NONLIVINGAPARTMENTS_MEDI,application_raw,93997,213514,0.6943296337366793,0.008651013330212667,0.00015465225832712772,0.0,0.0,0.04741472790780269,0.0022481564225709633,289.49245478571777,15.671995157824545,1.0,0.0,1.0,813.1693,0.0003031184263211703,0.0,0.0039,0.0039
NONLIVINGAREA_MEDI,application_raw,137829,169682,0.5517916432257708,0.02823592059726182,0.0001889989523460251,0.0031,0.0,0.07016648150682482,0.004923335127047589,63.654035193281096,6.508830983416643,1.0,0.0,1.0,3891.7286999999997,0.0003704379465982092,0.0,0.0266,0.0266
TOTALAREA_MODE,application_raw,159080,148431,0.4826851722377411,0.1025466626854413,0.0002694315427824872,0.0688,0.0,0.10746232414961877,0.011548151111637739,12.167529977595278,2.7975715203286953,1.0,0.0,1.0,16313.1231,0.0005280858238536749,0.0412,0.1276,0.08639999999999999
OBS_30_CNT_SOCIAL_CIRCLE,application_raw,306490,1021,0.0033202064316398437,1.4222454239942575,0.004336925579841069,0.0,0.0,2.400988746109008,5.764746958942106,1424.8155517207315,12.139597764869443,348.0,0.0,348.0,435904.0,0.008500374136488496,0.0,2.0,2.0
DEF_30_CNT_SOCIAL_CIRCLE,application_raw,306490,1021,0.0033202064316398437,0.1434206662533851,0.00080687502096756,0.0,0.0,0.4466984293815287,0.19953948681192457,126.31244485682747,5.1835179524202655,34.0,0.0,34.0,43957.0,0.0015814750410964177,0.0,0.0,0.0
OBS_60_CNT_SOCIAL_CIRCLE,application_raw,306490,1021,0.0033202064316398437,1.4052921791901856,0.0042986582294135866,0.0,0.0,2.3798033519793806,5.663463994092296,1409.704556888041,12.07082869769741,344.0,0.0,344.0,430708.0,0.00842537012965063,0.0,2.0,2.0
DEF_60_CNT_SOCIAL_CIRCLE,application_raw,306490,1021,0.0033202064316398437,0.10004894123788705,0.0006544088378794579,0.0,0.0,0.3622908039755738,0.13125462664526763,86.5628555880533,5.27787829269804,24.0,0.0,24.0,30664.0,0.0012826413222437373,0.0,0.0,0.0
DAYS_LAST_PHONE_CHANGE,application_raw,307510,1,3.2519161916159095e-06,-962.8587883320868,1.4909919693250044,-757.0,0.0,826.8084870406566,683612.2742424597,-0.30857994139448897,-0.7136056678591619,4292.0,-4292.0,0.0,-296088706.0,2.9223442598770086,-1570.0,-274.0,1296.0
FLAG_DOCUMENT_2,application_raw,307511,0,0.0,4.2274910491006824e-05,1.1724721798067227e-05,0.0,0.0,0.006501789045489792,4.2273260792051054e-05,23650.076908069892,153.79181737639308,1.0,0.0,1.0,13.0,2.2980454724211763e-05,0.0,0.0,0.0
FLAG_DOCUMENT_3,application_raw,307511,0,0.0,0.7100233812774177,0.0008182541079043077,1.0,1.0,0.4537519684327392,0.20589084885658554,-1.143040848261434,-0.9257248975408139,1.0,0.0,1.0,218340.0,0.001603778051492443,0.0,1.0,1.0
FLAG_DOCUMENT_4,application_raw,307511,0,0.0,8.129790479039775e-05,1.625894644610061e-05,0.0,0.0,0.00901618321655089,8.129155979441397e-05,12295.640021860136,110.89436438827012,1.0,0.0,1.0,25.0,3.186753503435719e-05,0.0,0.0,0.0
FLAG_DOCUMENT_5,application_raw,307511,0,0.0,0.015114906458630749,0.00022002189074425774,0.0,0.0,0.12201022281354128,0.01488649447100999,61.17621478004706,7.94832164046238,1.0,0.0,1.0,4648.0,0.0004312429058587452,0.0,0.0,0.0
FLAG_DOCUMENT_6,application_raw,307511,0,0.0,0.0880553866365756,0.0005110137355813228,0.0,0.0,0.2833758928629899,0.08030189665589674,6.453170922274535,2.9074265170378446,1.0,0.0,1.0,27078.0,0.0010015869217393926,0.0,0.0,0.0
FLAG_DOCUMENT_7,application_raw,307511,0,0.0,0.00019186305530533867,2.4976086502689847e-05,0.0,0.0,0.01385015767701742,0.00019182686767824455,5207.135724328347,72.17410794731333,1.0,0.0,1.0,59.0,4.89531295452721e-05,0.0,0.0,0.0
FLAG_DOCUMENT_8,application_raw,307511,0,0.0,0.08137595077899652,0.0004930458659432661,0.0,0.0,0.27341204894451304,0.07475414850803679,7.377366974029726,3.0622408450208147,1.0,0.0,1.0,25024.0,0.0009663698972488015,0.0,0.0,0.0
FLAG_DOCUMENT_9,application_raw,307511,0,0.0,0.00389579559755586,0.00011233648900564234,0.0,0.0,0.062294710800393685,0.0038806309937046857,251.6950012773936,15.927754527720971,1.0,0.0,1.0,1198.0,0.00022017951845105897,0.0,0.0,0.0
FLAG_DOCUMENT_10,application_raw,307511,0,0.0,2.276341334131137e-05,8.603677590623312e-06,0.0,0.0,0.004771055354069213,2.27629691915925e-05,43925.85711219651,209.58905368788848,1.0,0.0,1.0,7.0,1.686320807762169e-05,0.0,0.0,0.0
FLAG_DOCUMENT_11,application_raw,307511,0,0.0,0.003912055178513939,0.00011256975121584734,0.0,0.0,0.06242406326684518,0.0038967636747430897,250.6281383965753,15.894228775037027,1.0,0.0,1.0,1203.0,0.0002206367123830608,0.0,0.0,0.0
FLAG_DOCUMENT_12,application_raw,307511,0,0.0,6.503832383231819e-06,4.598896504228326e-06,0.0,0.0,0.0025502570915978662,6.503811233245207e-06,153752.99997398446,392.1147791020433,1.0,0.0,1.0,2.0,9.01383714828752e-06,0.0,0.0,0.0
FLAG_DOCUMENT_13,application_raw,307511,0,0.0,0.003525077151711646,0.00010687789178627341,0.0,0.0,0.05926771807375309,0.003512662405669879,278.6898227351608,16.753746153720634,1.0,0.0,1.0,1084.0,0.00020948066790109587,0.0,0.0,0.0
FLAG_DOCUMENT_14,application_raw,307511,0,0.0,0.0029364803210291664,9.757652310895138e-05,0.0,0.0,0.054109767376428794,0.0029278669255312375,335.55216363142495,18.37253333801408,1.0,0.0,1.0,903.0,0.0001912499852935447,0.0,0.0,0.0
FLAG_DOCUMENT_15,application_raw,307511,0,0.0,0.0012097128232811183,6.268284154116682e-05,0.0,0.0,0.034759938827692606,0.0012082533473049318,821.6570635464354,28.699333086792446,1.0,0.0,1.0,372.0,0.00012285836942068696,0.0,0.0,0.0
FLAG_DOCUMENT_16,application_raw,307511,0,0.0,0.009928100133003373,0.0001787873634749905,0.0,0.0,0.09914416233784908,0.009829564925673771,95.73580948350683,9.886110804249117,1.0,0.0,1.0,3053.0,0.00035042323241098135,0.0,0.0,0.0
FLAG_DOCUMENT_17,application_raw,307511,0,0.0,0.0002666571277125046,2.9443474990793692e-05,0.0,0.0,0.016327488741596615,0.00026658688860696424,3745.195327610547,61.21414027402438,1.0,0.0,1.0,82.0,5.770921098195563e-05,0.0,0.0,0.0
FLAG_DOCUMENT_18,application_raw,307511,0,0.0,0.008129790479039774,0.00016193378914226278,0.0,0.0,0.08979823610939557,0.008063723208358754,118.01453479528313,10.95507951813095,1.0,0.0,1.0,2500.0,0.000317390226718835,0.0,0.0,0.0
FLAG_DOCUMENT_19,application_raw,307511,0,0.0,0.0005951006630657115,4.397808683990888e-05,0.0,0.0,0.024387465065862264,0.0005947484523386523,1675.415834543908,40.956134313679925,1.0,0.0,1.0,183.0,8.61970502062214e-05,0.0,0.0,0.0
FLAG_DOCUMENT_20,application_raw,307511,0,0.0,0.0005072989258920819,4.060618259910987e-05,0.0,0.0,0.02251762026844613,0.0005070432225539359,1966.256856409192,44.36489680146024,1.0,0.0,1.0,156.0,7.958811789425534e-05,0.0,0.0,0.0
FLAG_DOCUMENT_21,application_raw,307511,0,0.0,0.0003349473677364387,3.299787080603433e-05,0.0,0.0,0.01829853182243764,0.0003348362668567629,2980.5925068559472,54.61293914066448,1.0,0.0,1.0,103.0,6.467582677982729e-05,0.0,0.0,0.0
AMT_REQ_CREDIT_BUREAU_HOUR,application_raw,265992,41519,0.13501630835970097,0.006402448193930645,0.0001625789316303044,0.0,0.0,0.08384912844747724,0.007030676341401537,254.24361965653017,14.534062061826708,4.0,0.0,4.0,1703.0,0.0003186547059953966,0.0,0.0,0.0
