variable,count,mean,standard_error,median,mode,std,variance,kurtosis,skewness,range,minimum,maximum,sum,confidence_level_95
FLAG_WORK_PHONE,307511,0.1993684778755882,0.0007204684500402245,0.0,0.0,0.3995262281502265,0.1596212069799468,0.26487590674521,1.5049498942087771,1.0,0.0,1.0,61308.0,0.0014121181620788401
FLAG_CONT_MOBILE,307511,0.9981334001060125,7.783775311693753e-05,1.0,1.0,0.04316389414243239,0.0018631217575391088,530.7439687146295,-23.081172345547355,1.0,0.0,1.0,306937.0,0.00015256199610919755
FLAG_PHONE,307511,0.28106636835755466,0.0008106235556914318,0.0,0.0,0.44952054685675835,0.20206872204639909,-1.0511700633774763,0.9740825289977859,1.0,0.0,1.0,86431.0,0.0015888221691552063
FLAG_EMAIL,307511,0.0567199222141647,0.000417117607432145,0.0,0.0,0.23130703972270758,0.053502946625282224,12.690846001751169,3.8328531752022883,1.0,0.0,1.0,17442.0,0.0008175505105670042
CNT_FAM_MEMBERS,307509,2.152665450442101,0.001642243802900229,2.0,2.0,0.9106815691792971,0.8293409204428669,2.8019769805254704,0.9875428137192184,19.0,1.0,20.0,661964.0,0.003218797853684449
REGION_RATING_CLIENT,307511,2.0524631639193394,0.0009179444079992656,2.0,2.0,0.50903390281568,0.25911551421576307,0.800416437469937,0.08746834970932345,2.0,1.0,3.0,631155.0,0.0017991710396785606
REGION_RATING_CLIENT_W_CITY,307511,2.031520823645333,0.0009065892183321967,2.0,2.0,0.5027370329147687,0.25274452426394517,0.9335838303405777,0.059729812149467286,2.0,1.0,3.0,624715.0,0.0017769148679311056
HOUR_APPR_PROCESS_START,307511,12.063418869568894,0.005889298217192301,12.0,10.0,3.265832255437871,10.66566032065841,-0.1941728655304189,-0.02802445946067512,23.0,0.0,23.0,3709634.0,0.011543024505696909
REG_REGION_NOT_LIVE_REGION,307511,0.015144173704355291,0.0002202315314397625,0.0,0.0,0.12212647628215205,0.014914876209095047,61.04838402089024,7.940276252906794,1.0,0.0,1.0,4657.0,0.00043165380162193446
REG_REGION_NOT_WORK_REGION,307511,0.05076891558350758,0.00039587246712040986,0.0,0.0,0.21952582879696064,0.04819158950899248,14.750835586389943,4.092766747503462,1.0,0.0,1.0,15612.0,0.0007759100355560033
LIVE_REGION_NOT_WORK_REGION,307511,0.04065870814377372,0.0003561506448555268,0.0,0.0,0.19749861882842365,0.03900570443913498,19.63769791769759,4.65162016908563,1.0,0.0,1.0,12503.0,0.0006980552639168324
REG_CITY_NOT_LIVE_CITY,307511,0.07817281333025486,0.0004840865379483797,0.0,0.0,0.26844377237340455,0.07206205892606422,7.87712067120265,3.1427805268221376,1.0,0.0,1.0,24039.0,0.0009488096143788242
REG_CITY_NOT_WORK_CITY,307511,0.23045354475124466,0.000759415567635262,0.0,0.0,0.4211238359138973,0.17734528517483508,-0.3612503173148438,1.2801375052075334,1.0,0.0,1.0,70867.0,0.0014884545125651133
LIVE_CITY_NOT_WORK_CITY,307511,0.17955455252007246,0.0006921391951333107,0.0,0.0,0.38381661538559586,0.14731519424605444,0.7882204505656651,1.6697949946488255,1.0,0.0,1.0,55215.0,0.001356592822461289
EXT_SOURCE_1,134133,0.5021298056671288,0.0005762922021152505,0.50599796,0.35632268,0.2110622493169262,0.0445472730867203,-0.96515528417406,-0.06875505781678393,0.9481246680000001,0.014568132,0.9626928,67352.17722354899,0.001129532716145891
EXT_SOURCE_2,306851,0.5143926741960683,0.0003449104511617058,0.5659614,0.28589788,0.19106015495580617,0.03650398281173667,-0.269130828468199,-0.7935760446166688,0.85499957826383,8.173617e-08,0.85499966,157841.90646973773,0.0006760244842769433
EXT_SOURCE_3,246546,0.5108529048108893,0.00039240891704767127,0.53527623,0.7463002,0.19484436401878016,0.037964326189882915,-0.663463059001149,-0.4093904479385531,0.89548229475,0.00052726525,0.89600956,125948.7402695055,0.0007691214774134357
APARTMENTS_AVG,151450,0.11744049917464511,0.00027813414849870593,0.0876,0.0825,0.1082402913003223,0.011715960660778627,11.393766789475992,2.641835785831277,1.0,0.0,1.0,17786.3636,0.0005451429310574636
BASEMENTAREA_AVG,127568,0.08844221905179982,0.00023081148215890615,0.0763,0.0,0.0824381587356851,0.006796050015730013,25.930120272778783,3.566306125866456,1.0,0.0,1.0,11282.396999999999,0.00045239050503145605
YEARS_BEGINEXPLUATATION_AVG,157504,0.9777348581623325,0.0001492268304102757,0.9816,0.9871,0.059223314358362825,0.0035074009635894642,248.17633676895156,-15.51526446627384,1.0,0.0,1.0,153997.15110000002,0.00029248458760414034
YEARS_BUILD_AVG,103023,0.7524714325927221,0.0003529277951285117,0.7552,0.8232,0.11327992663224716,0.0128323417778073,4.399757248829237,-0.9624852035905684,1.0,0.0,1.0,77521.8644,0.0006917384784518829
COMMONAREA_AVG,92646,0.044620715411350736,0.0002498069225142682,0.0211,0.0,0.07603574505040936,0.00578143452537085,45.988016961984364,5.457305396120233,1.0,0.0,1.0,4133.9308,0.0004896215681279657
ELEVATORS_AVG,143620,0.07894151232418885,0.0003551077560359384,0.0,0.0,0.13457600110034418,0.018110700072159834,7.869390118750006,2.439428668562437,1.0,0.0,1.0,11337.580000000002,0.0006960112018304393
ENTRANCES_AVG,152683,0.1497246700680495,0.00025604596372612364,0.1379,0.1379,0.10004912076035907,0.010009826564920912,11.593211697239813,2.3997166974042456,1.0,0.0,1.0,22860.4118,0.0005018500889032023
FLOORSMAX_AVG,154491,0.22628190703665588,0.0003679924609805185,0.1667,0.1667,0.144640699548004,0.02092093196573596,2.4325451531731037,1.2264535560153553,1.0,0.0,1.0,34958.5181,0.0007212652235218162
FLOORSMIN_AVG,98869,0.23189350049054813,0.0005132399069319742,0.2083,0.2083,0.1613802888001374,0.026043597613215758,1.3382558174507482,0.9541972815367735,1.0,0.0,1.0,22927.078500000003,0.0010059502175866694
LANDAREA_AVG,124921,0.06633318417239695,0.00022969460641404632,0.0481,0.0,0.08118364070179358,0.006590783517597916,34.7447905414457,4.45867664075008,1.0,0.0,1.0,8286.4077,0.0004502014285715308
LIVINGAPARTMENTS_AVG,97312,0.10077477495067412,0.00029676716038514833,0.0756,0.0504,0.0925761339604974,0.00857034057907196,16.490629995238653,3.042198061393282,1.0,0.0,1.0,9806.5949,0.0005816636343548907
LIVINGAREA_AVG,153161,0.10739901933259771,0.00028251512314056394,0.0745,0.0,0.11056452318371336,0.01222451378684189,12.331174197844899,2.85473644632105,1.0,0.0,1.0,16449.3412,0.0005537296413555053
NONLIVINGAPARTMENTS_AVG,93997,0.008808672617211187,0.00015568600001559426,0.0,0.0,0.047731662050347935,0.0022783115620886255,284.73033647426774,15.54118547681355,1.0,0.0,1.0,827.9888,0.00030514456003056476
NONLIVINGAREA_AVG,137829,0.028357757075796824,0.0001872661779427575,0.0036,0.0,0.06952318332123605,0.0048334730191181945,64.91241640797908,6.559011647197609,1.0,0.0,1.0,3908.5213000000003,0.0003670417087678047
APARTMENTS_MODE,151450,0.11423100693298119,0.00027735234230513023,0.084,0.084,0.10793603908753288,0.011650188533905426,11.746055625451124,2.7030516535894438,1.0,0.0,1.0,17300.286,0.0005436105909180552
BASEMENTAREA_MODE,127568,0.08754321224758561,0.00023604437904284966,0.0746,0.0,0.08430717486924559,0.007107699734433554,24.431186343864308,3.4815328531579337,1.0,0.0,1.0,11167.712500000001,0.0004626469829239853
YEARS_BEGINEXPLUATATION_MODE,157504,0.9770653729429093,0.00016271274078934599,0.9816,0.9871,0.06457543708048016,0.004169987074135053,219.9627658043099,-14.755317839129784,1.0,0.0,1.0,153891.7045,0.00031891697194711815
YEARS_BUILD_MODE,103023,0.7596373227337585,0.0003430549723543564,0.7648,0.8301,0.11011102734194828,0.01212443834229928,4.764473708694371,-1.0023049025556345,1.0,0.0,1.0,78260.1159,0.0006723877458145386
COMMONAREA_MODE,92646,0.042553137750145714,0.0002445791392065744,0.019,0.0,0.07444452253839155,0.0055419869359690874,48.86099191069154,5.620589225272556,1.0,0.0,1.0,3942.378,0.0004793751128448858
ELEVATORS_MODE,143620,0.07448973610917699,0.00034898631395826083,0.0,0.0,0.13225614415050652,0.017491687665559558,8.59794286605391,2.5522810986823834,1.0,0.0,1.0,10698.2159,0.0006840131753581912
ENTRANCES_MODE,152683,0.14519265864569075,0.00025842056433039403,0.1379,0.1379,0.10097698816024665,0.010196352137914592,11.422457776502654,2.3923433156059972,1.0,0.0,1.0,22168.4507,0.0005065043060875722
FLOORSMAX_MODE,154491,0.2223150474784939,0.00036562308094692823,0.1667,0.1667,0.14370940659531573,0.020652393543977778,2.535687486366016,1.244342500189543,1.0,0.0,1.0,34345.674,0.0007166212386559793
FLOORSMIN_MODE,98869,0.22805849255074895,0.0005125385927766778,0.2083,0.2083,0.16115977149547595,0.025972471948474025,1.3537255903892857,0.9638347550188309,1.0,0.0,1.0,22547.9151,0.0010045756418422885
LANDAREA_MODE,124921,0.06495768445657656,0.0002312978048671408,0.0458,0.0,0.08175027780843543,0.006683107921756371,33.2732701030747,4.37702654968116,1.0,0.0,1.0,8114.5788999999995,0.000453343697539596
LIVINGAPARTMENTS_MODE,97312,0.10564485674942456,0.00031377095743502953,0.0771,0.0551,0.09788044657879372,0.00958058182246409,14.2249939441676,2.902671828936421,1.0,0.0,1.0,10280.512300000002,0.0006149910765726579
LIVINGAREA_MODE,153161,0.10597505043712172,0.0002857876844425252,0.0731,0.0,0.1118452658778338,0.012509363499283334,12.459061860591628,2.902491126966768,1.0,0.0,1.0,16231.2447,0.0005601438615073493
NONLIVINGAPARTMENTS_MODE,93997,0.008076387544283328,0.000150938946475895,0.0,0.0,0.046276266219835646,0.0021414928152491018,309.72694746131145,16.251819241589057,1.0,0.0,1.0,759.1562,0.00029584033509275423
NONLIVINGAREA_MODE,137829,0.02702231968598771,0.00018923431063419294,0.0011,0.0,0.07025385904394456,0.004935604710566431,63.35707261365652,6.522450898549668,1.0,0.0,1.0,3724.4593,0.00037089924884301813
APARTMENTS_MEDI,151450,0.11784992076592933,0.0002802813432308758,0.0864,0.0833,0.10907590600115313,0.011897553269972395,11.242189573046485,2.6392555066479884,1.0,0.0,1.0,17848.370499999997,0.0005493514327325166
BASEMENTAREA_MEDI,127568,0.08795485466574689,0.00023008518468071497,0.0758,0.0,0.08217874951463416,0.006753346871788985,25.829760825461616,3.553039527166942,1.0,0.0,1.0,11220.2249,0.0004509669619742013
YEARS_BEGINEXPLUATATION_MEDI,157504,0.9777522640694839,0.0001509251396588141,0.9816,0.9871,0.05989731850511965,0.0035876887641037494,248.39652202991456,-15.573124273878925,1.0,0.0,1.0,153999.8926,0.0002958132737312756
YEARS_BUILD_MEDI,103023,0.7557462721916466,0.00034914672657991006,0.7585,0.8256,0.11206630964404388,0.01255885775723472,4.4688107032138475,-0.9627843224572195,1.0,0.0,1.0,77859.2482,0.0006843275840966237
COMMONAREA_MEDI,92646,0.04459510178529025,0.0002501634435871143,0.0208,0.0,0.07614426224091465,0.005797948672213182,45.26358611792786,5.419238452233025,1.0,0.0,1.0,4131.5578000000005,0.0004903203494307439
ELEVATORS_MEDI,143620,0.07807784431137724,0.00035482052287602535,0.0,0.0,0.13446714769067492,0.01808141380806578,7.96397800494117,2.4578240835827048,1.0,0.0,1.0,11213.539999999999,0.0006954482248370097
ENTRANCES_MEDI,152683,0.1492127807286993,0.00025686304988471536,0.1379,0.1379,0.10036839449763228,0.010073814614032341,11.474066736834056,2.3877109978106597,1.0,0.0,1.0,22782.254999999997,0.0005034515777740421
FLOORSMAX_MEDI,154491,0.22589659009262672,0.0003690771134404643,0.1667,0.1667,0.1450670259193514,0.02104444200908577,2.4685546507474028,1.2401854976388547,1.0,0.0,1.0,34898.990099999995,0.0007233911423433101
FLOORSMIN_MEDI,98869,0.23162493804933798,0.0005149994238116956,0.2083,0.2083,0.16193354145715616,0.02622247184885651,1.3465739325924195,0.9602264549841384,1.0,0.0,1.0,22900.525999999998,0.0010093988706709235
LANDAREA_MEDI,124921,0.06716874904939922,0.00023247687493871015,0.0487,0.0,0.08216701028007203,0.006751417578365464,33.23797701470324,4.368292319180046,1.0,0.0,1.0,8390.7873,0.0004556546748798719
LIVINGAPARTMENTS_MEDI,97312,0.1019544732407103,0.00030018502589989986,0.0761,0.0513,0.09364233271153831,0.008768886475658438,15.69705309611517,2.988291444856162,1.0,0.0,1.0,9921.3937,0.0005883626507638037
LIVINGAREA_MEDI,153161,0.10860673604899419,0.00028684807649158463,0.0749,0.0,0.11226025867534761,0.012602365677855958,12.138561231946575,2.84893537121163,1.0,0.0,1.0,16634.3163,0.0005622222299235058
NONLIVINGAPARTMENTS_MEDI,93997,0.008651013330212667,0.00015465225832712772,0.0,0.0,0.04741472790780269,0.0022481564225709633,289.49245478571777,15.671995157824545,1.0,0.0,1.0,813.1693,0.0003031184263211703
NONLIVINGAREA_MEDI,137829,0.02823592059726182,0.0001889989523460251,0.0031,0.0,0.07016648150682482,0.004923335127047589,63.654035193281096,6.508830983416643,1.0,0.0,1.0,3891.7286999999997,0.0003704379465982092
TOTALAREA_MODE,159080,0.1025466626854413,0.0002694315427824872,0.0688,0.0,0.10746232414961877,0.011548151111637739,12.167529977595278,2.7975715203286953,1.0,0.0,1.0,16313.1231,0.0005280858238536749
OBS_30_CNT_SOCIAL_CIRCLE,306490,1.4222454239942575,0.004336925579841069,0.0,0.0,2.400988746109008,5.764746958942106,1424.8155517207315,12.139597764869443,348.0,0.0,348.0,435904.0,0.008500374136488496
DEF_30_CNT_SOCIAL_CIRCLE,306490,0.1434206662533851,0.00080687502096756,0.0,0.0,0.4466984293815287,0.19953948681192457,126.31244485682747,5.1835179524202655,34.0,0.0,34.0,43957.0,0.0015814750410964177
OBS_60_CNT_SOCIAL_CIRCLE,306490,1.4052921791901856,0.0042986582294135866,0.0,0.0,2.3798033519793806,5.663463994092296,1409.704556888041,12.07082869769741,344.0,0.0,344.0,430708.0,0.00842537012965063
DEF_60_CNT_SOCIAL_CIRCLE,306490,0.10004894123788705,0.0006544088378794579,0.0,0.0,0.3622908039755738,0.13125462664526763,86.5628555880533,5.27787829269804,24.0,0.0,24.0,30664.0,0.0012826413222437373
DAYS_LAST_PHONE_CHANGE,307510,-962.8587883320868,1.4909919693250044,-757.0,0.0,826.8084870406566,683612.2742424597,-0.30857994139448897,-0.7136056678591619,4292.0,-4292.0,0.0,-296088706.0,2.9223442598770086
FLAG_DOCUMENT_2,307511,4.2274910491006824e-05,1.1724721798067227e-05,0.0,0.0,0.006501789045489792,4.2273260792051054e-05,23650.076908069892,153.79181737639308,1.0,0.0,1.0,13.0,2.2980454724211763e-05
FLAG_DOCUMENT_3,307511,0.7100233812774177,0.0008182541079043077,1.0,1.0,0.4537519684327392,0.20589084885658554,-1.143040848261434,-0.9257248975408139,1.0,0.0,1.0,218340.0,0.001603778051492443
FLAG_DOCUMENT_4,307511,8.129790479039775e-05,1.625894644610061e-05,0.0,0.0,0.00901618321655089,8.129155979441397e-05,12295.640021860136,110.89436438827012,1.0,0.0,1.0,25.0,3.186753503435719e-05
FLAG_DOCUMENT_5,307511,0.015114906458630749,0.00022002189074425774,0.0,0.0,0.12201022281354128,0.01488649447100999,61.17621478004706,7.94832164046238,1.0,0.0,1.0,4648.0,0.0004312429058587452
FLAG_DOCUMENT_6,307511,0.0880553866365756,0.0005110137355813228,0.0,0.0,0.2833758928629899,0.08030189665589674,6.453170922274535,2.9074265170378446,1.0,0.0,1.0,27078.0,0.0010015869217393926
FLAG_DOCUMENT_7,307511,0.00019186305530533867,2.4976086502689847e-05,0.0,0.0,0.01385015767701742,0.00019182686767824455,5207.135724328347,72.17410794731333,1.0,0.0,1.0,59.0,4.89531295452721e-05
FLAG_DOCUMENT_8,307511,0.08137595077899652,0.0004930458659432661,0.0,0.0,0.27341204894451304,0.07475414850803679,7.377366974029726,3.0622408450208147,1.0,0.0,1.0,25024.0,0.0009663698972488015
FLAG_DOCUMENT_9,307511,0.00389579559755586,0.00011233648900564234,0.0,0.0,0.062294710800393685,0.0038806309937046857,251.6950012773936,15.927754527720971,1.0,0.0,1.0,1198.0,0.00022017951845105897
FLAG_DOCUMENT_10,307511,2.276341334131137e-05,8.603677590623312e-06,0.0,0.0,0.004771055354069213,2.27629691915925e-05,43925.85711219651,209.58905368788848,1.0,0.0,1.0,7.0,1.686320807762169e-05
FLAG_DOCUMENT_11,307511,0.003912055178513939,0.00011256975121584734,0.0,0.0,0.06242406326684518,0.0038967636747430897,250.6281383965753,15.894228775037027,1.0,0.0,1.0,1203.0,0.0002206367123830608
FLAG_DOCUMENT_12,307511,6.503832383231819e-06,4.598896504228326e-06,0.0,0.0,0.0025502570915978662,6.503811233245207e-06,153752.99997398446,392.1147791020433,1.0,0.0,1.0,2.0,9.01383714828752e-06
FLAG_DOCUMENT_13,307511,0.003525077151711646,0.00010687789178627341,0.0,0.0,0.05926771807375309,0.003512662405669879,278.6898227351608,16.753746153720634,1.0,0.0,1.0,1084.0,0.00020948066790109587
FLAG_DOCUMENT_14,307511,0.0029364803210291664,9.757652310895138e-05,0.0,0.0,0.054109767376428794,0.0029278669255312375,335.55216363142495,18.37253333801408,1.0,0.0,1.0,903.0,0.0001912499852935447
FLAG_DOCUMENT_15,307511,0.0012097128232811183,6.268284154116682e-05,0.0,0.0,0.034759938827692606,0.0012082533473049318,821.6570635464354,28.699333086792446,1.0,0.0,1.0,372.0,0.00012285836942068696
FLAG_DOCUMENT_16,307511,0.009928100133003373,0.0001787873634749905,0.0,0.0,0.09914416233784908,0.009829564925673771,95.73580948350683,9.886110804249117,1.0,0.0,1.0,3053.0,0.00035042323241098135
FLAG_DOCUMENT_17,307511,0.0002666571277125046,2.9443474990793692e-05,0.0,0.0,0.016327488741596615,0.00026658688860696424,3745.195327610547,61.21414027402438,1.0,0.0,1.0,82.0,5.770921098195563e-05
FLAG_DOCUMENT_18,307511,0.008129790479039774,0.00016193378914226278,0.0,0.0,0.08979823610939557,0.008063723208358754,118.01453479528313,10.95507951813095,1.0,0.0,1.0,2500.0,0.000317390226718835
FLAG_DOCUMENT_19,307511,0.0005951006630657115,4.397808683990888e-05,0.0,0.0,0.024387465065862264,0.0005947484523386523,1675.415834543908,40.956134313679925,1.0,0.0,1.0,183.0,8.61970502062214e-05
FLAG_DOCUMENT_20,307511,0.0005072989258920819,4.060618259910987e-05,0.0,0.0,0.02251762026844613,0.0005070432225539359,1966.256856409192,44.36489680146024,1.0,0.0,1.0,156.0,7.958811789425534e-05
FLAG_DOCUMENT_21,307511,0.0003349473677364387,3.299787080603433e-05,0.0,0.0,0.01829853182243764,0.0003348362668567629,2980.5925068559472,54.61293914066448,1.0,0.0,1.0,103.0,6.467582677982729e-05
AMT_REQ_CREDIT_BUREAU_HOUR,265992,0.006402448193930645,0.0001625789316303044,0.0,0.0,0.08384912844747724,0.007030676341401537,254.24361965653017,14.534062061826708,4.0,0.0,4.0,1703.0,0.0003186547059953966
AMT_REQ_CREDIT_BUREAU_DAY,265992,0.0070002105326475985,0.0002147526292015841,0.0,0.0,0.11075740632435452,0.012267203055698166,1151.8675941767497,27.043504708921247,9.0,0.0,9.0,1862.0,0.00042091515323510484
AMT_REQ_CREDIT_BUREAU_WEEK,265992,0.0343619356973142,0.000396872919810674,0.0,0.0,0.2046848758128245,0.04189589838651138,166.75223002011418,9.293572551814963,8.0,0.0,8.0,9140.0,0.0007778709228289211
AMT_REQ_CREDIT_BUREAU_MON,265992,0.26739526000781977,0.0017760791757135078,0.0,0.0,0.9160023961526176,0.8390603897573369,90.43485720349301,7.804848087437465,27.0,0.0,27.0,71125.0,0.003481115184398475
AMT_REQ_CREDIT_BUREAU_QRT,265992,0.26547414959848414,0.001539631017630233,0.0,0.0,0.7940556483207578,0.630524372630099,43707.4647521969,134.36577604912551,261.0,0.0,261.0,70614.0,0.0030176767945552566
AMT_REQ_CREDIT_BUREAU_YEAR,265992,1.899974435321363,0.0036244620466937363,1.0,0.0,1.869294998181557,3.4942637902265874,1.9690340369684067,1.243590004141659,25.0,0.0,25.0,505378.0,0.007103945611519723
APP_AGE_YEARS,307511,43.90689956839592,0.02154582153010749,43.12115,37.64271,11.947949709444163,142.75350225940687,-1.0491257694790461,0.11567331186590131,48.569469999999995,20.503765,69.073235,13501854.593176998,0.042229810199010676
APP_EMPLOYED_YEARS,252137,6.527499861798236,0.012749785800198388,4.511978,0.54757017,6.402081214561111,40.98664387783627,4.752651562079526,1.968315533608054,49.040382,0.0,49.040382,1645824.2326542218,0.02498958016838884
APP_DAYS_EMPLOYED_SPECIAL_FLAG,307511,0.18007160719453938,0.0006929165933520706,0.0,0.0,0.38424771126230567,0.14764630361032025,0.7729971151690189,1.66523034075399,1.0,0.0,1.0,55374.0,0.0013581165229700585
APP_REGISTRATION_YEARS,307511,13.651253462492715,0.01739314337416847,12.33128,0.0027378509,9.645137087640217,93.02866943937282,-0.3213466050375291,0.5908716153176435,67.548256,-0.0,67.548256,4197910.603504597,0.0340905610133702
APP_ID_PUBLISH_YEARS,307511,8.19767932289526,0.007452436769942606,8.908966,11.096509,4.1326500182721295,17.078796173524633,-1.10680789393249,-0.3493274923025063,19.704311,0.0,19.704311,2520876.566262844,0.014606776069087507
APP_CREDIT_INCOME_RATIO,307511,3.957570237700931,0.004850405701747229,3.2650666,2.0,2.6897281829748825,7.234637698289363,8.371771955237662,1.8359563190371775,84.732032385,0.004807615,84.73684,1216996.381365651,0.00950679517542457
APP_ANNUITY_INCOME_RATIO,307499,0.18093001106287182,0.0001705489266192328,0.16283333,0.1,0.09457380106106372,0.008944203847137656,5.451505117351264,1.51200397031652,1.87574101538,0.00022388462,1.8759649,55635.79747182202,0.0003342758961736963
APP_GOODS_CREDIT_RATIO,307233,0.9006892925181865,0.00017433302790584963,0.8938148,1.0,0.0966303614556753,0.00933742675505446,120.1640797506789,2.6668874269896317,6.49999983,0.16666667,6.6666665,276721.47340824,0.00034169273469546527
APP_INCOME_PER_PERSON,307509,93105.8796453531,182.80789185493455,75000.0,67500.0,101373.36339391574,10276558805.794897,70684.16521351175,187.36730878221815,38997187.5,2812.5,39000000.0,28630895943.862885,358.3034680356717
APP_CHILDREN_RATIO,307509,0.12550249555495935,0.00035990217596331304,0.0,0.0,0.19957833165726707,0.03983151046709809,-0.3049590719189106,1.1378606799022235,0.95,0.0,0.95,38593.146905609996,0.0007054082648880936
APP_PROPERTY_MISSING_COUNT,307511,8.182081291400959,0.011093071550373056,10.0,14.0,6.151515774040751,37.84114631827218,-1.6968835931043726,-0.29400223144074555,14.0,0.0,14.0,2516080.0,0.02174242023873119
BUREAU_LOAN_COUNT,263491,5.56119563856071,0.008528695704341109,4.0,1.0,4.3778967252655345,19.165979737090694,7.4380109203041505,1.823791127061356,115.0,1.0,116.0,1465325.0,0.016716243580508574
BUREAU_ACTIVE_COUNT,263491,2.0566888432621986,0.003482926145853292,2.0,1.0,1.7878338607521962,3.196349913652103,3.4933302102996313,1.4005041745885463,32.0,0.0,32.0,541919.0,0.0068265352458724525
BUREAU_CLOSED_COUNT,263491,3.4829766481587607,0.00658784579479425,3.0,1.0,3.3816317912367344,11.435433571502964,12.529579720499783,2.1712884396070087,108.0,0.0,108.0,917733.0,0.012912177757796729
BUREAU_OVERDUE_COUNT,263491,0.013829694372862831,0.00025491802993977877,0.0,0.0,0.13085292841629373,0.017122488875119694,280.25537815981545,12.978897705509095,8.0,0.0,8.0,3644.0,0.0004996393386819663
BUREAU_CREDIT_SUM,263491,1955806.5860545407,7990.683724978331,961704.0,225000.0,4101727.7817063155,16824170795221.412,15688.62777431551,75.8868705848875,1017957917.385,0.0,1017957917.385,515337433166.097,15661.74010095753
BUREAU_CREDIT_MEAN,263490,378080.20078930154,1737.095135869757,195507.18409090908,225000.0,891673.1162089747,795080946169.8237,12028.97481091291,67.62338153071062,198072344.25,0.0,198072344.25,99620352105.97307,3404.706466304724
BUREAU_DEBT_SUM,263491,640650.2566342077,3183.1622484128443,169020.0,0.0,1633960.9321765653,2669828327879.31,6723.643413458561,38.90571987122833,341479889.415,-6981558.210000001,334498331.20500004,168805576770.80402,6238.998006889175
BUREAU_OVERDUE_SUM,263491,223.03434088830357,32.13861602614092,0.0,0.0,16497.193326265897,272157387.6441921,28189.4951905198,152.57977836985037,3756681.0,0.0,3756681.0,58767541.515,62.99168741123621
